,nct_id,canonical_BioLinkBERT-base_interventions,snomed_termid,linkbert_snomed_term_canonical_interventions,linkbert_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
4279,NCT00283959,migalastat,765340000,Migalastat (substance),0.0,"[226355009, 123682001]","['Nutrients (substance)', 'Piperidine (substance)']",Nutrients (substance)
4280,NCT00283959,migalastat hydrochloride,765341001,Migalastat hydrochloride (substance),0.0,"[226355009, 123682001]","['Nutrients (substance)', 'Piperidine (substance)']",Nutrients (substance)
4289,NCT00285350,prednisone,116602009,Prednisone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
4292,NCT00285584,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4329,NCT00288626,melphalan,387297002,Melphalan (substance),0.0,"[373244000, 372823004]","['Immunologic agent (substance)', 'Immunosuppressant (substance)']",Immunologic agent (substance)
4331,NCT00288639,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4332,NCT00288782,mirtazapine,386847004,Mirtazapine (substance),0.0,"[372720008, 413639003]","['Antidepressant (substance)', 'Benzazepine (substance)']",Antidepressant (substance)
4336,NCT00290121,ii,7348004,Coagulation factor II (substance),13.0028,"[102794000, 420220000]","['Proenzyme (substance)', 'Blood derivative (substance)']",Proenzyme (substance)
4341,NCT00291148,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
4342,NCT00291148,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4346,NCT00292110,methadone,387286002,Methadone (substance),0.0,"[373265006, 59431004]","['Analgesic (substance)', 'Ketone (substance)']",Analgesic (substance)
4347,NCT00292123,methadone,387286002,Methadone (substance),0.0,"[373265006, 59431004]","['Analgesic (substance)', 'Ketone (substance)']",Analgesic (substance)
4348,NCT00292188,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4362,NCT00293176,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
4363,NCT00293176,donepezil hydrochloride,386856007,Donepezil hydrochloride (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
4374,NCT00294658,prednisone,116602009,Prednisone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
4389,NCT00296933,bupropion xl,395733003,Bupropion hydrochloride (substance),4.8,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4390,NCT00296933,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
4399,NCT00297232,natalizumab,414805007,Natalizumab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
4400,NCT00297375,acetaminophen,387517004,Paracetamol (substance),0.0082,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
4413,NCT00298597,filgrastim,386948008,Filgrastim (substance),0.0,"[372559001, 407073003]","['Colony stimulating factor (substance)', 'Recombinant protein (substance)']",Colony stimulating factor (substance)
4432,NCT00300196,ancrod,43848004,Ancrod (substance),0.0,"[372862008, 420220000]","['Anticoagulant (substance)', 'Blood derivative (substance)']",Anticoagulant (substance)
4442,NCT00300924,acetaminophen,387517004,Paracetamol (substance),0.0082,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
4446,NCT00301223,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4452,NCT00301665,abobotulinumtoxina,444619001,AbobotulinumtoxinA (substance),0.0028,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
4453,NCT00301665,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
4455,NCT00301873,zoledronic acid,395926009,Zoledronic acid (substance),0.0078,"[50352000, 373301002]","['Organic phosphorus compound (substance)', 'Bone resorption inhibitor (substance)']",Organic phosphorus compound (substance)
4456,NCT00301873,zometa,96176000,Zomepirac (substance),10.5326,"[59431004, 373265006]","['Ketone (substance)', 'Analgesic (substance)']",Ketone (substance)
4457,NCT00302107,mirtazapine,386847004,Mirtazapine (substance),0.0,"[372720008, 413639003]","['Antidepressant (substance)', 'Benzazepine (substance)']",Antidepressant (substance)
4462,NCT00302159,temozolomide,387009002,Temozolomide (substance),0.0,"[373244000, 860774001]","['Immunologic agent (substance)', 'Triazene (substance)']",Immunologic agent (substance)
4476,NCT00303316,pentaxim™,710282003,Lipegfilgrastim (substance),12.8271,"[372559001, 407073003]","['Colony stimulating factor (substance)', 'Recombinant protein (substance)']",Colony stimulating factor (substance)
4506,NCT00304291,mito,387331000,Mitomycin (substance),11.2181,"[372723005, 59431004]","['Antineoplastic antibiotic (substance)', 'Ketone (substance)']",Antineoplastic antibiotic (substance)
4507,NCT00304291,mitoxantrone,386913001,Mitoxantrone (substance),0.0,"[372723005, 59431004, 373244000]","['Antineoplastic antibiotic (substance)', 'Ketone (substance)', 'Immunologic agent (substance)']",Antineoplastic antibiotic (substance)
4511,NCT00304512,migalastat,765340000,Migalastat (substance),0.0,"[226355009, 123682001]","['Nutrients (substance)', 'Piperidine (substance)']",Nutrients (substance)
4512,NCT00304512,migalastat hydrochloride,765341001,Migalastat hydrochloride (substance),0.0,"[226355009, 123682001]","['Nutrients (substance)', 'Piperidine (substance)']",Nutrients (substance)
4518,NCT00304707,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4520,NCT00305331,dopamine,412383006,Dopamine (substance),0.0052,"[35069000, 34582008]","['Neurotransmitter (substance)', 'Catecholamine (substance)']",Neurotransmitter (substance)
4531,NCT00305500,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
4532,NCT00305539,adalimumab,407317001,Adalimumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
4549,NCT00306592,natalizumab,414805007,Natalizumab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
4550,NCT00307203,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4555,NCT00307593,infliximab,386891004,Infliximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
4556,NCT00307593,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
4562,NCT00308113,prednisone,116602009,Prednisone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
4568,NCT00308763,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4586,NCT00310583,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4590,NCT00310791,prasterone,78316004,Dehydroepiandrosterone (substance),0.0065,"[304275008, 312263009]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Sex hormone (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
4661,NCT00315367,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
4663,NCT00316004,dextran,372650007,Dextran (substance),0.0037,"[373545003, 226355009, 33463005]","['Replacement agent (substance)', 'Nutrients (substance)', 'Liquid substance (substance)']",Replacement agent (substance)
4686,NCT00318409,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4698,NCT00319345,mannitol,387168006,Mannitol (substance),0.0,"[226355009, 372695000]","['Nutrients (substance)', 'Diuretic (substance)']",Nutrients (substance)
4700,NCT00319501,diazepam,387264003,Diazepam (substance),0.0079,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
4703,NCT00319592,chimerivax™,718928008,Albutrepenonacog alfa (substance),12.6196,"[102794000, 420220000, 407073003]","['Proenzyme (substance)', 'Blood derivative (substance)', 'Recombinant protein (substance)']",Proenzyme (substance)
4710,NCT00319709,sr58611a,387178009,Probucol (substance),13.8675,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4720,NCT00320281,botulinum toxin a,108890005,Botulinum toxin type A (substance),1.3702,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
4727,NCT00320632,desipramine,372705002,Desipramine (substance),0.0052,"[372720008, 767261009]","['Antidepressant (substance)', 'Tricyclic compound (substance)']",Antidepressant (substance)
4731,NCT00320697,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4732,NCT00320723,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4745,NCT00322309,mirtazapine,386847004,Mirtazapine (substance),0.0,"[372720008, 413639003]","['Antidepressant (substance)', 'Benzazepine (substance)']",Antidepressant (substance)
4746,NCT00322309,mirtazapine treatment group,386847004,Mirtazapine (substance),9.9862,"[372720008, 413639003]","['Antidepressant (substance)', 'Benzazepine (substance)']",Antidepressant (substance)
4747,NCT00322621,duloxetine,407032004,Duloxetine (substance),0.0034,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
4754,NCT00324025,efungumab,407005009,Efalizumab (substance),10.5241,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
4784,NCT00326612,diazepam,387264003,Diazepam (substance),0.0079,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
4785,NCT00326612,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
4790,NCT00327691,ldl-c,102739008,Low density lipoprotein cholesterol (substance),5.3903,"[84698008, 22244007]","['Cholesterol (substance)', 'Low density lipoprotein (substance)']",Cholesterol (substance)
4791,NCT00327691,ldl-cholesterol,102739008,Low density lipoprotein cholesterol (substance),2.2465,"[84698008, 22244007]","['Cholesterol (substance)', 'Low density lipoprotein (substance)']",Cholesterol (substance)
4810,NCT00329147,desipramine,372705002,Desipramine (substance),0.0052,"[372720008, 767261009]","['Antidepressant (substance)', 'Tricyclic compound (substance)']",Antidepressant (substance)
4813,NCT00329147,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
4826,NCT00329758,rosuvastatin,700067006,Rosuvastatin (substance),0.0,"[373267003, 363549008]","['Antilipemic agent (substance)', 'Sulfone (substance)']",Antilipemic agent (substance)
4835,NCT00330187,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4836,NCT00330239,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
4840,NCT00330291,sodium oxybate,410917003,Sodium oxybate (substance),0.0,"[259470008, 372614000]","['4-hydroxybutyrate (substance)', 'Sedative (substance)']",4-hydroxybutyrate (substance)
4841,NCT00330434,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
4867,NCT00332891,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
4868,NCT00332891,sr5861,387178009,Probucol (substance),13.2471,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4869,NCT00332891,sr58611a,387178009,Probucol (substance),13.8675,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4881,NCT00333866,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4893,NCT00335933,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4895,NCT00335972,remifentanil,386839004,Remifentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
4898,NCT00336349,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
