,nct_id,canonical_aact_interventions,snomed_termid,aact_snomed_term_canonical_interventions,aact_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
4139,NCT00429169,bupropion,387564004,Bupropion (substance),0.006,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
4144,NCT00429676,haloperidol,386837002,Haloperidol (substance),0.0,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
4145,NCT00430105,cyclophosphamide,387420009,Cyclophosphamide (substance),0.0044,"[373244000, 372688009]","['Immunologic agent (substance)', 'Antineoplastic agent (substance)']",Immunologic agent (substance)
4152,NCT00432042,proquad®,441641002,Milnacipran (substance),13.6089,"[418183005, 31414002]","['Psychotropic agent (substance)', 'Amide (substance)']",Psychotropic agent (substance)
4159,NCT00432796,dalteparin,372563008,Dalteparin (substance),0.005,"[372862008, 106205006]","['Anticoagulant (substance)', 'Hemostasis related substance (substance)']",Anticoagulant (substance)
4167,NCT00433121,haloperidole,386837002,Haloperidol (substance),2.3799,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
4181,NCT00436345,remifentanil,386839004,Remifentanil (substance),0.0,"[373288007, 373265006, 31414002]","['General anesthetic (substance)', 'Analgesic (substance)', 'Amide (substance)']",General anesthetic (substance)
4184,NCT00436826,interferon-beta (ifn-beta),420710006,Interferon beta (substance),3.6775,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4185,NCT00436826,cladribine,386916009,Cladribine (substance),0.0,"[372688009, 373244000]","['Antineoplastic agent (substance)', 'Immunologic agent (substance)']",Antineoplastic agent (substance)
4187,NCT00437281,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4188,NCT00437372,sunitinib,421192001,Sunitinib (substance),0.0,"[372688009, 300903003]","['Antineoplastic agent (substance)', 'Azole (substance)']",Antineoplastic agent (substance)
4191,NCT00437632,caffeine,255641001,Caffeine (substance),0.0059,"[418183005, 259553003]","['Psychotropic agent (substance)', 'Methylated xanthine derivative (substance)']",Psychotropic agent (substance)
4201,NCT00438607,biib014,385548008,Ibritumomab tiuxetan (substance),13.1401,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4208,NCT00439634,ave1625,75665004,Monosodium glutamate (substance),13.8172,"[80259003, 430503006]","['Food flavoring agent (substance)', 'Glutamate (substance)']",Food flavoring agent (substance)
4211,NCT00440050,dha (docosahexaenoic acid),226368001,Docosahexaenoic acid (substance),4.4053,"[226355009, 21847005, 871563004]","['Nutrients (substance)', 'Oil (substance)', 'Essential fatty acid (substance)']",Nutrients (substance)
4213,NCT00440323,zolpidem,387569009,Zolpidem (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
4220,NCT00441103,"rebif® new formulation (ifn-beta-1a, rnf)",386902004,Interferon beta-1a (substance),11.6286,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4222,NCT00441259,chimerivax™-je,1156047000,Idecabtagene vicleucel (substance),12.2553,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4229,NCT00442169,chimerivax-wn02 medium dose,1156047000,Idecabtagene vicleucel (substance),13.6512,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4230,NCT00442169,chimerivax-wn02 high dose,1156047000,Idecabtagene vicleucel (substance),13.349,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4235,NCT00442325,atorvastatin (lipitor),373444002,Atorvastatin (substance),4.738,"[373267003, 300903003]","['Antilipemic agent (substance)', 'Azole (substance)']",Antilipemic agent (substance)
4236,NCT00442780,biib014,385548008,Ibritumomab tiuxetan (substance),13.1401,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4237,NCT00442845,atorvastatin (lipitor),373444002,Atorvastatin (substance),4.738,"[373267003, 300903003]","['Antilipemic agent (substance)', 'Azole (substance)']",Antilipemic agent (substance)
4250,NCT00443846,neisvac-c®,1156047000,Idecabtagene vicleucel (substance),13.5235,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4263,NCT00446641,cilostazol,116087001,Cilostazol (substance),0.007,"[300903003, 31414002]","['Azole (substance)', 'Amide (substance)']",Azole (substance)
4267,NCT00447018,20% mannitol,387168006,Mannitol (substance),10.114,"[226355009, 372695000]","['Nutrients (substance)', 'Diuretic (substance)']",Nutrients (substance)
4271,NCT00447369,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4273,NCT00447525,revaxis®,718942000,Eftrenonacog alfa (substance),12.622,"[261226001, 106205006, 407073003]","['Blood component (substance)', 'Hemostasis related substance (substance)', 'Recombinant protein (substance)']",Blood component (substance)
4282,NCT00448916,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
4284,NCT00449007,bupropion,387564004,Bupropion (substance),0.006,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
4299,NCT00451230,cocaine,387085005,Cocaine (substance),0.0059,"[373477003, 418183005, 439718001]","['Local anesthetic (substance)', 'Psychotropic agent (substance)', 'Aza compound (substance)']",Local anesthetic (substance)
4303,NCT00451633,e2007,75665004,Monosodium glutamate (substance),13.441,"[80259003, 430503006]","['Food flavoring agent (substance)', 'Glutamate (substance)']",Food flavoring agent (substance)
4317,NCT00455143,precedex (dexmedetomidine),437750002,Dexmedetomidine (substance),7.3426,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
4342,NCT00457769,donepezil and experimenter-administered memory training,386855006,Donepezil (substance),11.2331,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4343,NCT00457769,donepezil and self-generated memory training,386855006,Donepezil (substance),10.7861,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4344,NCT00457808,"rapamycin, sirolimus",387014003,Sirolimus (substance),5.9758,"[372688009, 59431004, 372823004, 31414002]","['Antineoplastic agent (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
4346,NCT00457964,everolimus,428698007,Everolimus (substance),0.0048,"[372688009, 59431004, 372823004, 31414002]","['Antineoplastic agent (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
4353,NCT00459667,"interferon beta-1b (betaseron, bay86-5046)",386903009,Interferon beta-1b (substance),9.3364,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4357,NCT00460473,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
4367,NCT00462254,ramelteon,419878007,Ramelteon (substance),0.0044,"[418183005, 418033003]","['Psychotropic agent (substance)', 'Indan (substance)']",Psychotropic agent (substance)
4368,NCT00463203,bevacizumab,409406007,Bevacizumab (substance),0.0039,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4378,NCT00463437,neisvac-c,1156047000,Idecabtagene vicleucel (substance),13.0214,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4382,NCT00463580,infliximab,386891004,Infliximab (substance),0.0,"[106181007, 372823004]","['Immunologic substance (substance)', 'Immunosuppressant (substance)']",Immunologic substance (substance)
4398,NCT00464763,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
4400,NCT00465153,flax oil containing alpha linolenic acid,41573001,Linseed oil (substance),6.4427,"[288841007, 21847005]","['Patch test substance (substance)', 'Oil (substance)']",Patch test substance (substance)
4402,NCT00465283,donepezil,386855006,Donepezil (substance),0.0,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4420,NCT00467766,donepezil (aricept),386855006,Donepezil (substance),4.788,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4421,NCT00468052,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
4422,NCT00468052,fentanyl,373492002,Fentanyl (substance),0.0,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
4428,NCT00468923,rosuvastatin,700067006,Rosuvastatin (substance),0.0,"[373267003, 31414002]","['Antilipemic agent (substance)', 'Amide (substance)']",Antilipemic agent (substance)
4436,NCT00470509,adalimumab,407317001,Adalimumab (substance),0.0053,"[106181007, 373244000]","['Immunologic substance (substance)', 'Immunologic agent (substance)']",Immunologic substance (substance)
4446,NCT00473213,interferon beta 1,420710006,Interferon beta (substance),6.0708,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4483,NCT00477659,donepezil hydrochloride,386856007,Donepezil hydrochloride (substance),0.0,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4486,NCT00478205,aricept (donepezil sr 23 mg),734474001,Donepezil hydrochloride monohydrate (substance),12.4707,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4487,NCT00478205,aricept (donepezil ir 10 mg),734474001,Donepezil hydrochloride monohydrate (substance),11.9604,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4493,NCT00479297,sam-531,387178009,Probucol (substance),13.5454,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4494,NCT00479349,sam-531,387178009,Probucol (substance),13.5454,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4499,NCT00479700,sam-531,387178009,Probucol (substance),13.5454,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4500,NCT00479765,oncogel (regel/paclitaxel),426653008,Albumin bound paclitaxel (substance),13.3872,"[372688009, 289941004, 373244000]","['Antineoplastic agent (substance)', 'Plant extract (substance)', 'Immunologic agent (substance)']",Antineoplastic agent (substance)
4505,NCT00480207,vit b12,419382002,Cyanocobalamin (substance),3.526,"[226355009, 300903003]","['Nutrients (substance)', 'Azole (substance)']",Nutrients (substance)
4509,NCT00480571,bl 1020 high dose,716122004,Blinatumomab (substance),13.3107,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4512,NCT00480818,sam-531,387178009,Probucol (substance),13.5454,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4515,NCT00480870,donepezil,386855006,Donepezil (substance),0.0,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4517,NCT00481520,sam-531,387178009,Probucol (substance),13.5454,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
4520,NCT00483028,donezepil (aricept),386855006,Donepezil (substance),6.4948,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
4541,NCT00484692,sustained-release bupropion (zyban(r)),395733003,Bupropion hydrochloride (substance),10.5972,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
4547,NCT00485511,hydroxyurea,387314007,Hydroxycarbamide (substance),0.0,"[372688009, 31414002]","['Antineoplastic agent (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
4557,NCT00485901,haloperidol,386837002,Haloperidol (substance),0.0,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
4588,NCT00489489,interferon-β,420710006,Interferon beta (substance),3.1393,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4599,NCT00490789,sirolimus,387014003,Sirolimus (substance),0.0,"[372688009, 59431004, 372823004, 31414002]","['Antineoplastic agent (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
4618,NCT00492466,interferon beta-1a,386902004,Interferon beta-1a (substance),0.0,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4621,NCT00492765,interferon beta-1a,386902004,Interferon beta-1a (substance),0.0,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4622,NCT00493077,low immunogenic interferon-beta-1a,386902004,Interferon beta-1a (substance),6.915,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4624,NCT00493116,interferon beta-1a,386902004,Interferon beta-1a (substance),0.0,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
4626,NCT00494156,heparin,372877000,Heparin (substance),0.0046,"[372862008, 106205006]","['Anticoagulant (substance)', 'Hemostasis related substance (substance)']",Anticoagulant (substance)
