,nct_id,linkbert_snomed_term_canonical_conditions,linkbert_top_concept_canonical_first_conditions
4282,NCT00691132,Malignant tumor of lung (disorder)|Smokers,Disorder of respiratory system (disorder)|Smokers
4283,NCT00691314,Ischemic stroke (disorder)|Cerebral ischemic stroke due to stenosis of extracranial large artery (disorder),Cerebrovascular accident (disorder)
4284,NCT00691444,Total visual and total hearing impairment (disorder),Hearing loss (disorder)
4285,NCT00691808,Age-associated memory impairment (disorder),Organic memory impairment (disorder)
4286,NCT00692003,Focal epilepsy (disorder)|Epilepsy with generalized tonic-clonic seizures alone (disorder),Seizure disorder (disorder)
4287,NCT00692094,Total visual and total hearing impairment (disorder),Hearing loss (disorder)
4288,NCT00692185,Anorexia nervosa (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
4289,NCT00692328,Psychogenic fatigue (disorder)|Parkinson's disease (disorder),Bodily distress disorder (disorder)|Parkinsonism (disorder)
4290,NCT00692445,Major depressive disorder (disorder),Depressive disorder (disorder)
4291,NCT00693004,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
4292,NCT00693017,Idiopathic generalized epilepsy (disorder)|Myoclonic disorder (disorder),Seizure disorder (disorder)|Myoclonic disorder (disorder)
4293,NCT00693121,"Delirium (disorder)|Stress reaction with psychomotor agitation (disorder)|Traumatic brain injury (disorder)|Confusional state (disorder)|Acute confusional state, post-traumatic (disorder)|Concussion injury of brain (disorder)",Confusional state (disorder)|Adjustment disorder (disorder)|Traumatic brain injury (disorder)
4294,NCT00693472,Acute psychosis (disorder)|Acute akathisia caused by neuroleptic (disorder),Acute psychosis (disorder)|Akathisia (disorder)
4295,NCT00694707,Acute exacerbation of chronic schizophrenia (disorder),Acute psychosis (disorder)
4296,NCT00694720,Central sleep apnea co-occurrent with Cheyne Stokes respiration (disorder)|Congestive heart failure (disorder),Sleep disorder (disorder)|Heart disease (disorder)
4297,NCT00695214,Sleep apnea (disorder)|Obstructive sleep apnea syndrome (disorder),Sleep disorder (disorder)
4298,NCT00696215,Cognitive disorder (disorder)|Parkinson's disease (disorder),Cognitive disorder (disorder)|Parkinsonism (disorder)
4299,NCT00696787,Fibromyalgia (disorder)|Pain,Fibromyalgia (disorder)|Pain
4300,NCT00697073,Friedreich ataxia (disorder),Spinal cord disorder (disorder)
4301,NCT00697138,Cocaine dependence (disorder)|Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
4302,NCT00697164,"Acute disease (disorder)|Cognitive disorder (disorder)|Hypertensive disorder, systemic arterial (disorder)|Malaria (disorder)|Cerebral malaria (disorder)|Cerebrovascular accident (disorder)|Complicated malaria (disorder)","Acute disease (disorder)|Cognitive disorder (disorder)|Hypertensive disorder, systemic arterial (disorder)|Infectious disease (disorder)|Cerebrovascular accident (disorder)"
4303,NCT00697762,Partial epilepsy with impairment of consciousness (disorder)|Focal epilepsy (disorder)|Seizure disorder (disorder),Seizure disorder (disorder)
4304,NCT00697814,Hypogonadotropic hypogonadism (disorder)|Persistent hh|Primary hypogonadism (disorder)|Prolactinoma (disorder),Disorder of endocrine system (disorder)|Persistent hh
4305,NCT00697918,Focal epilepsy (disorder),Seizure disorder (disorder)
4306,NCT00698581,Epilepsy (disorder)|Focal epilepsy (disorder)|Secondary stereotypy (disorder),Seizure disorder (disorder)|Developmental mental disorder (disorder)
4307,NCT00698763,Ischemic stroke (disorder)|Cerebrovascular accident (disorder)|Transient ischemic attack (disorder),Cerebrovascular accident (disorder)|Acute disease of cardiovascular system (disorder)
4308,NCT00699283,Epilepsy (disorder)|Focal epilepsy (disorder)|Secondary stereotypy (disorder),Seizure disorder (disorder)|Developmental mental disorder (disorder)
4309,NCT00699465,Acute phase|Anterior cerebral circulation hemorrhagic infarction (disorder)|Cerebral hemorrhage (disorder)|Thromboembolism of vein (disorder),Acute phase|Ischemic encephalopathy (disorder)|Intracranial hemorrhage (disorder)|Disorder of blood vessel (disorder)
4310,NCT00699621,Cerebral hemorrhage (disorder)|Anterior cerebral circulation hemorrhagic infarction (disorder)|Hematoma (disorder),Intracranial hemorrhage (disorder)|Ischemic encephalopathy (disorder)|Hematoma (disorder)
4311,NCT00699634,Depressive disorder (disorder)|Pain|Phantom limb (disorder),Depressive disorder (disorder)|Pain|Phantom limb (disorder)
4312,NCT00699946,Delirium (disorder)|Ankylosis of joint (disorder)|Loosening of total knee replacement (disorder),Confusional state (disorder)|Disorder of skeletal system (disorder)|Mechanical complication of device (disorder)
4313,NCT00700128,Recurrent hemorrhage (disorder)|Tetanus (disorder)|Headache disorder (disorder)|Menstrual migraine (disorder)|Migraine (disorder),Recurrent disease (disorder)|Infectious disease (disorder)|Headache disorder (disorder)|Disorder of blood vessel (disorder)
4314,NCT00701129,"- naive|Chronic persistent type B viral hepatitis (disorder)|Glycogen storage disease due to acid maltase deficiency, infantile onset (disorder)",- naive|Disorder of digestive organ (disorder)|Hereditary metabolic disease (disorder)
4315,NCT00701233,Carpal tunnel syndrome (disorder),Peripheral nerve disease (disorder)
4316,NCT00701363,Acromegaly (disorder),Disorder of endocrine system (disorder)
4317,NCT00701389,Migraine (disorder),Disorder of blood vessel (disorder)
4318,NCT00701415,Fabry's disease (disorder),Hereditary metabolic disease (disorder)
4319,NCT00701428,"Hypertensive disorder, systemic arterial (disorder)|Obstructive sleep apnea syndrome (disorder)|Low-renin essential hypertension (disorder)","Hypertensive disorder, systemic arterial (disorder)|Sleep disorder (disorder)"
4320,NCT00701532,Cocaine|Cocaine dependence (disorder)|Disorder caused by cocaine (disorder),Cocaine|Disorder caused by cocaine (disorder)
4321,NCT00701701,Glycogen storage disease due to acid maltase deficiency (disorder),Hereditary metabolic disease (disorder)
4322,NCT00701909,Open wound (disorder)|Pain|Traumatic injury (disorder)|Dehiscence of surgical wound (disorder),Wound (disorder)|Pain|Traumatic injury (disorder)|Perioperative complication (disorder)
4323,NCT00702143,Alzheimer's disease (disorder)|Mild neurocognitive disorder (disorder),Alzheimer's disease (disorder)|Cognitive disorder (disorder)
4324,NCT00702468,Multiple sclerosis (disorder)|Spastic syndrome (disorder),Multiple sclerosis (disorder)|Spastic syndrome (disorder)
4325,NCT00702780,Alzheimer's disease (disorder)|Amnestic mild cognitive disorder (disorder),Alzheimer's disease (disorder)|Cognitive disorder (disorder)
4326,NCT00702793,Schizophrenia (disorder)|Chronic mental disorder (disorder)|Smoking,Schizophrenia (disorder)|Chronic mental disorder (disorder)|Smoking
4327,NCT00703430,Aggressive unsocial conduct disorder (disorder)|Stress reaction with psychomotor agitation (disorder)|Alzheimer's disease (disorder)|Dementia (disorder)|Vascular dementia (disorder),Developmental mental disorder (disorder)|Adjustment disorder (disorder)|Alzheimer's disease (disorder)|Dementia (disorder)|Vascular dementia (disorder)
4328,NCT00703677,Corticobasal degeneration (disorder)|Progressive supranuclear palsy (disorder),Disorder of cerebral cortex (disorder)|Paralytic syndrome (disorder)
4329,NCT00703742,Autoimmune disease (disorder)|Depressive disorder (disorder)|Major depressive disorder (disorder)|Systemic lupus erythematosus (disorder),Autoimmune disease (disorder)|Depressive disorder (disorder)
4330,NCT00704301,Delirium (disorder)|Icu|Semicoma (disorder),Confusional state (disorder)|Icu|Semicoma (disorder)
4331,NCT00704379,Anxiety disorder (disorder)|Traumatic brain injury (disorder)|Mood disorder (disorder),Anxiety disorder (disorder)|Traumatic brain injury (disorder)|Mood disorder (disorder)
4332,NCT00704509,Schizophrenia (disorder),Schizophrenia (disorder)
4333,NCT00704782,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
4334,NCT00704899,Fibromyalgia (disorder),Fibromyalgia (disorder)
4335,NCT00705783,Psychotic disorder (disorder)|Schizophrenia (disorder),Psychotic disorder (disorder)|Schizophrenia (disorder)
4336,NCT00705861,Diabetes mellitus (disorder)|Erectile dysfunction (disorder),Disorder of glucose metabolism (disorder)|Sexual disorder (disorder)
4337,NCT00705939,Glucosylceramide beta-glucosidase deficiency (disorder),Hereditary metabolic disease (disorder)
4338,NCT00706147,Amyotrophic lateral sclerosis (disorder)|Autosomal dominant amyotrophic lateral sclerosis type 1 (disorder),Motor neuron disease (disorder)
4339,NCT00706589,Chronic motor tic disorder (disorder)|Gilles de la Tourette's syndrome (disorder),Tic disorder (disorder)
4340,NCT00706654,Psychotic disorder (disorder)|Schizophrenia (disorder),Psychotic disorder (disorder)|Schizophrenia (disorder)
4341,NCT00706810,Malignant neoplastic disease (disorder)|Intracranial meningioma (disorder)|Refractory migraine without aura (disorder)|Neoplastic disease (disorder),Neoplastic disease (disorder)|Disorder of blood vessel (disorder)
4342,NCT00707343,Neoplasm of brain (disorder)|Necrosadism (disorder)|Primary malignant neoplasm of brain (disorder)|Injury caused by ionizing radiation (disorder)|Necrosis caused by ionizing radiation (disorder)|Recurrent disease (disorder)|Recurrent neoplasm (disorder)|Neoplastic disease (disorder),Neoplastic disease (disorder)|Sexual disorder (disorder)|Injury caused by ionizing radiation (disorder)|Recurrent disease (disorder)
4343,NCT00707382,Schizophrenia (disorder),Schizophrenia (disorder)
4344,NCT00707785,Necrotizing enterocolitis in fetus OR newborn (disorder)|Sepsis (disorder),Disorder of digestive organ (disorder)|Sepsis (disorder)
4345,NCT00708240,Obsessive-compulsive disorder (disorder),Obsessive-compulsive disorder (disorder)
4346,NCT00708396,Oculoosteocutaneous syndrome (disorder)|Obsessive-compulsive disorder (disorder)|Psychotic disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder),Disorder of upper digestive tract (disorder)|Obsessive-compulsive disorder (disorder)|Psychotic disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder)
4347,NCT00708552,Alzheimer's disease (disorder)|Non-amnestic Alzheimer disease (disorder),Alzheimer's disease (disorder)
4348,NCT00708994,Psychotic disorder (disorder),Psychotic disorder (disorder)
4349,NCT00709202,Drug-induced obesity (disorder)|Antipsychotics|Metabolic syndrome X (disorder)|Self-induced purging to lose weight (disorder),Obesity (disorder)|Antipsychotics|Metabolic syndrome X (disorder)|Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
4350,NCT00709696,Anxiety disorder (disorder)|Smokers,Anxiety disorder (disorder)|Smokers
4351,NCT00709735,Combat fatigue (disorder)|Acute posttraumatic stress disorder following military combat (disorder)|Posttraumatic stress disorder (disorder)|Traumatic injury (disorder),Anxiety disorder (disorder)|Traumatic injury (disorder)
4352,NCT00710424,Neuropathy due to diabetes mellitus (disorder)|Pain,Disorder of nervous system due to diabetes mellitus (disorder)|Pain
4353,NCT00710554,Neurapraxia (disorder)|Peripheral nerve disease (disorder),Nerve injury (disorder)|Peripheral nerve disease (disorder)
4354,NCT00710684,Non-amnestic Alzheimer disease (disorder),Alzheimer's disease (disorder)
4355,NCT00711087,Complete spinal cord injury at T1-T6 level (disorder)|Detrusor and sphincter dyssynergia (disorder)|Incomplete spinal cord injury (disorder)|Spinal cord injury (disorder),Soft tissue injury (disorder)|Disorder of the genitourinary system (disorder)|Spinal cord disorder (disorder)
4356,NCT00711269,Schizophrenia (disorder),Schizophrenia (disorder)
4357,NCT00711464,Cognitive disorder (disorder)|Schizophrenia (disorder),Cognitive disorder (disorder)|Schizophrenia (disorder)
4358,NCT00711646,Multiple sclerosis (disorder)|Spastic syndrome (disorder),Multiple sclerosis (disorder)|Spastic syndrome (disorder)
4359,NCT00711880,Neurapraxia (disorder)|Peripheral nerve disease (disorder),Nerve injury (disorder)|Peripheral nerve disease (disorder)
4360,NCT00711919,Abnormal diffuse intimal thickening of artery (disorder)|Atherosclerosis of artery (disorder)|Hyperlipidemia (disorder),Disorder of blood vessel (disorder)|Hyperlipidemia (disorder)
4361,NCT00711971,Depressive disorder (disorder)|Disorder of puerperium (disorder)|Disorder of pregnancy (disorder),Depressive disorder (disorder)|Disorder of puerperium (disorder)|Disorder of pregnancy (disorder)
4362,NCT00712270,Schizophrenia (disorder)|Schizophrenic disorders (disorder),Schizophrenia (disorder)
4363,NCT00712348,Glucosylceramide beta-glucosidase deficiency (disorder),Hereditary metabolic disease (disorder)
4364,NCT00712426,Huntington's chorea (disorder),Chronic mental disorder (disorder)
4365,NCT00712660,Psychotic disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder),Psychotic disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder)
4366,NCT00712686,Acute schizophrenic episode (disorder)|Schizophrenia (disorder),Schizophrenia (disorder)
4367,NCT00712725,Migraine with aura (disorder),Disorder of blood vessel (disorder)
4368,NCT00713323,Cranial neuralgia (disorder)|Neurological pain disorder (disorder),Cranial neuralgia (disorder)|Neurological pain disorder (disorder)
4369,NCT00713583,Cocaine|Cocaine dependence (disorder)|Disorder caused by cocaine (disorder),Cocaine|Disorder caused by cocaine (disorder)
4370,NCT00713622,Epilepsy (disorder),Seizure disorder (disorder)
4371,NCT00713726,Surgical,Surgical
4372,NCT00713817,Cranial neuralgia (disorder)|Neurological pain disorder (disorder),Cranial neuralgia (disorder)|Neurological pain disorder (disorder)
4373,NCT00713986,- muscular vaccination|Acute abdomen (disorder)|Viral hepatitis type B (disorder)|Pain|Infection following immunization (disorder),- muscular vaccination|Acute abdomen (disorder)|Disorder of digestive organ (disorder)|Pain|Infectious disease (disorder)
4374,NCT00714090,Major depressive disorder (disorder)|Treatment resistant depression (disorder),Depressive disorder (disorder)
4375,NCT00714740,Obstructive sleep apnea syndrome (disorder)|Breathing-related sleep disorder (disorder),Sleep disorder (disorder)
4376,NCT00715039,Generalized anxiety disorder (disorder),Anxiety disorder (disorder)
4377,NCT00715273,Atherosclerosis of artery (disorder)|Disorder of carotid artery (disorder)|Coronary arteriosclerosis (disorder)|Localized obesity (disorder),Disorder of blood vessel (disorder)|Heart disease (disorder)|Obesity (disorder)
4378,NCT00715364,Ischemic stroke (disorder),Cerebrovascular accident (disorder)
4379,NCT00715377,Antipsychotic-induced|Eps|Extrapyramidal disease (disorder)|Symptomatic parkinsonism (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Antipsychotic-induced|Eps|Extrapyramidal disease (disorder)|Parkinsonism (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
4380,NCT00715520,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
