,nct_id,linkbert_snomed_term_canonical_interventions,linkbert_top_concept_canonical_first_interventions
3160,NCT00485069,Ropinirole (substance)|Ropinirole hydrochloride (substance),Ropinirole (substance)|Ropinirole hydrochloride (substance)
3161,NCT00485498,Atypical psychosis (disorder)|Olanzapine (substance)|Risperidone (substance),Atypical psychosis (disorder)|Olanzapine (substance)|Risperidone (substance)
3162,NCT00485511,Hydroxycarbamide (substance),Hydroxycarbamide (substance)
3163,NCT00485680,Lithium carbonate (substance)|Olanzapine (substance),Antidepressant (substance)|Olanzapine (substance)
3164,NCT00485771,Fluoxetine (substance)|Lamotrigine (substance)|Olanzapine (substance),Antidepressant (substance)|Lamotrigine (substance)|Olanzapine (substance)
3165,NCT00485810,Olanzapine (substance),Olanzapine (substance)
3166,NCT00485823,Olanzapine (substance),Olanzapine (substance)
3167,NCT00485862,Atomoxetine (substance)|Norepinephrine (substance)|Sertraline (substance)|Substance with serotonin re-uptake inhibitor mechanism of action (substance),Atomoxetine (substance)|Neurotransmitter (substance)|Antidepressant (substance)|Substance with serotonin re-uptake inhibitor mechanism of action (substance)
3168,NCT00485901,Haloperidol (substance)|Olanzapine (substance),Ketone (substance)|Olanzapine (substance)
3169,NCT00486005,Nizatidine (substance)|Olanzapine (substance),Nizatidine (substance)|Olanzapine (substance)
3170,NCT00486044,Simvastatin (substance)|Substance with 3-hydroxy-3-methylglutaryl-coenzyme A reductase inhibitor mechanism of action (substance),Antilipemic agent (substance)
3171,NCT00486798,Quetiapine (substance),Quetiapine (substance)
3172,NCT00486889,Alglucosidase alfa (substance),Alglucosidase alfa (substance)
3173,NCT00487578,Naratriptan (substance),Sulfone (substance)
3174,NCT00487630,Agalsidase alfa (substance)|Agalsidase beta (substance)|Avalglucosidase alfa (substance),Recombinant protein (substance)|Avalglucosidase alfa (substance)
3175,NCT00487942,Armodafinil (substance),Armodafinil (substance)
3176,NCT00488098,Latamoxef disodium (substance)|Linagliptin (substance),Lactam (substance)|Piperidine (substance)
3177,NCT00488163,Atomoxetine (substance)|Substance with norepinephrine uptake inhibitor mechanism of action (substance),Atomoxetine (substance)|Substance with norepinephrine uptake inhibitor mechanism of action (substance)
3178,NCT00488319,Anti-psychotic agent (substance)|Paliperidone (substance),Anti-psychotic agent (substance)|Paliperidone (substance)
3179,NCT00488514,Naproxen sodium (substance)|Sumatriptan (substance)|Sumatriptan succinate (substance)|Obidoxime (substance),Analgesic (substance)|Sulfone (substance)|Obidoxime (substance)
3180,NCT00488566,Protein kinase (substance)|Lamotrigine (substance),Protein kinase (substance)|Lamotrigine (substance)
3181,NCT00488618,Rhenium-188 (substance),Radioactive isotope (substance)
3182,NCT00488644,Levothyroxine (substance)|Liothyronine (substance),Thyroid hormone (substance)
3183,NCT00488670,Escitalopram (substance),Antidepressant (substance)
3184,NCT00488839,Ipomea (substance),Ipomea (substance)
3185,NCT00488969,Morphine (substance)|Morphine sulfate (substance),Analgesic (substance)
3186,NCT00489073,Duloxetine (substance),Antidepressant (substance)
3187,NCT00489255,Apomorphine (substance)|Trimethobenzamide (substance),Apomorphine (substance)|Trimethobenzamide (substance)
3188,NCT00489411,Duloxetine (substance),Antidepressant (substance)
3189,NCT00489450,Skatole (substance),Skatole (substance)
3190,NCT00489476,Loxapine (substance)|Stachyose (substance),Loxapine (substance)|Nutrients (substance)
3191,NCT00489489,Interferon beta (substance)|Teriflunomide (substance),Mediator of immune response (substance)|Immunologic agent (substance)
3192,NCT00489606,Substance with phosphodiesterase 5 inhibitor mechanism of action (substance)|Skatole (substance)|Tamsulosin (substance),Substance with phosphodiesterase 5 inhibitor mechanism of action (substance)|Skatole (substance)|Sulfone (substance)
3193,NCT00489866,Antidepressant (substance)|Aripiprazole (substance),Antidepressant (substance)|Aripiprazole (substance)
3194,NCT00489892,Modafinil (substance)|Stimulant (substance)|Terminal insomnia (disorder),Modafinil (substance)|Stimulant (substance)|Terminal insomnia (disorder)
3195,NCT00490035,Brivaracetam (substance),Brivaracetam (substance)
3196,NCT00490191,Somatotropin (substance),Somatotropin (substance)
3197,NCT00490269,Dronabinol (substance)|Cannabis (substance),Synthetic cannabinoid (substance)|Hallucinogenic agent (substance)
3198,NCT00490516,Silver-104 (substance),Radioactive isotope (substance)
3199,NCT00490542,Ziprasidone (substance),Ziprasidone (substance)
3200,NCT00490568,Substance with acetylcholinesterase inhibitor mechanism of action (substance)|Rosiglitazone (substance)|Monosodium glutamate (substance),Substance with acetylcholinesterase inhibitor mechanism of action (substance)|Rosiglitazone (substance)|Glutamate (substance)
3201,NCT00490789,Sirolimus (substance),Lactam (substance)
3202,NCT00490828,Hydrocortisone (substance),Corticosteroid and/or corticosteroid derivative (substance)
3203,NCT00490945,Onasemnogene abeparvovec (substance),Onasemnogene abeparvovec (substance)
3204,NCT00490971,Olanzapine (substance)|Paliperidone (substance),Olanzapine (substance)|Paliperidone (substance)
3205,NCT00491192,Diclofenac (substance),Analgesic (substance)
3206,NCT00491478,Anti-psychotic agent (substance)|Substance with serotonin re-uptake inhibitor mechanism of action (substance),Anti-psychotic agent (substance)|Substance with serotonin re-uptake inhibitor mechanism of action (substance)
3207,NCT00491569,Serine (substance)|Substance with sodium glucose cotransporter subtype 2 inhibitor mechanism of action (substance)|Substance with N-methyl-D-aspartate receptor antagonist mechanism of action (substance)|Sarcosine (substance),Nutrients (substance)|Substance with sodium glucose cotransporter subtype 2 inhibitor mechanism of action (substance)|Substance with N-methyl-D-aspartate receptor antagonist mechanism of action (substance)
3208,NCT00491686,Abrocitinib (substance),Sulfone (substance)
3209,NCT00491829,Flibanserin (substance),Benzimidazole (substance)
3210,NCT00491894,Glycopyrronium bromide (substance),Antispasmodic (substance)
3211,NCT00491998,Sinecatechins (substance)|Valethamate bromide (substance),Flavonoid (substance)|Antispasmodic (substance)
3212,NCT00492323,Ribavirin (substance),Ribavirin (substance)
3213,NCT00492336,Rasagiline (substance),Rasagiline (substance)
3214,NCT00492349,Varenicline (substance),Benzazepine (substance)
3215,NCT00492466,Interferon beta (substance),Mediator of immune response (substance)
3216,NCT00492635,Vardenafil (substance),Sulfone (substance)
3217,NCT00492765,Interferon beta-1a (substance)|Simvastatin (substance),Mediator of immune response (substance)|Antilipemic agent (substance)
3218,NCT00493077,Interferon (substance)|Interferon beta (substance)|Interferon beta-1a (substance),Mediator of immune response (substance)
3219,NCT00493116,Interferon beta (substance),Mediator of immune response (substance)
3220,NCT00493233,Anti-psychotic agent (substance),Anti-psychotic agent (substance)
3221,NCT00494156,Aspirin (substance)|Substance with platelet aggregation inhibitor mechanism of action (substance)|Clopidogrel (substance)|Heparin (substance),Analgesic (substance)|Substance with platelet aggregation inhibitor mechanism of action (substance)|Clopidogrel (substance)|Mucopolysaccharide (substance)
3222,NCT00494377,Duloxetine (substance),Antidepressant (substance)
3223,NCT00494468,Zolpidem (substance),Sedative (substance)
3224,NCT00494507,Diclofenamide (substance),Sulfone (substance)
3225,NCT00494962,Lecithin (substance),Phospholipid (substance)
3226,NCT00495092,Biperiden (substance)|Caffeine (substance),Biperiden (substance)|Caffeine (substance)
3227,NCT00495118,Rissole (substance)|Risperidone (substance),Rissole (substance)|Risperidone (substance)
3228,NCT00495183,Biperiden (substance)|Caffeine (substance),Biperiden (substance)|Caffeine (substance)
3229,NCT00495274,Hypnotic agent (substance)|Ticarcillin disodium (substance),Hypnotic agent (substance)|Lactam (substance)
3230,NCT00495352,Nicotine (substance),Nicotine (substance)
3231,NCT00495417,Aducanumab (substance),Antibody (substance)
3232,NCT00495690,Zinc (substance),Mineral (substance)
3233,NCT00495729,Ticarcillin disodium (substance)|Simvastatin (substance),Lactam (substance)|Antilipemic agent (substance)
3234,NCT00495768,Interferon (substance)|Ribavirin (substance),Mediator of immune response (substance)|Ribavirin (substance)
3235,NCT00495820,Methylphenidate (substance),Methylphenidate (substance)
3236,NCT00495885,Monuron (substance)|Pimavanserin (substance),Biocide (substance)|Piperidine (substance)
3237,NCT00496379,Epothilone (substance)|Sago (substance)|Epoetin zeta (substance)|Tazemetostat hydrobromide (substance),Epothilone (substance)|Sago (substance)|Hematopoietic factor (substance)|Tazemetostat hydrobromide (substance)
3238,NCT00496457,Antigen of Primate T-lymphotropic virus 2 recombinant glycoprotein 21 (substance),Antigen of Primate T-lymphotropic virus 2 recombinant glycoprotein 21 (substance)
3239,NCT00497055,Aripiprazole (substance),Aripiprazole (substance)
3240,NCT00497081,Mirtazapine (substance),Antidepressant (substance)
3241,NCT00497120,Acetazolamide (substance),Sulfone (substance)
3242,NCT00497562,Somatotropin (substance)|Somatropin (substance),Somatotropin (substance)|Recombinant protein (substance)
3243,NCT00498004,Quetiapine (substance)|Risperidone (substance),Quetiapine (substance)|Risperidone (substance)
3244,NCT00498186,Rotigotine (substance),Rotigotine (substance)
3245,NCT00498485,Sodium oxybate (substance),4-hydroxybutyrate (substance)
3246,NCT00498550,Anti-psychotic agent (substance)|Clozapine (substance),Anti-psychotic agent (substance)|Clozapine (substance)
3247,NCT00498602,Lymphocyte antigen CD3 (substance)|Neon-21 (substance),Lymphocyte antigen (substance)|Neon-21 (substance)
3248,NCT00498680,Phosphodiesterase I (substance)|Vardenafil (substance)|Sildenafil (substance),Phosphodiesterase I (substance)|Sulfone (substance)
3249,NCT00499200,B*3504 (substance),B*3504 (substance)
3250,NCT00499642,Moxifloxacin (substance),Moxifloxacin (substance)
3251,NCT00499993,Autograft (substance)|Lanreotide (substance),Autograft (substance)|Gastrointestinal hormone (substance)
3252,NCT00500201,C>5b678< inhibitor (substance),C>5b678< inhibitor (substance)
3253,NCT00500500,Emedastine difumarate (substance),Benzimidazole (substance)
3254,NCT00500812,Bismuth-210 (substance)|Cethromycin (substance),Radioactive isotope (substance)|Ketolide (substance)
3255,NCT00500890,Carboplatin (substance)|Cyclophosphamide (substance)|Etoposide (substance)|Injury caused by ionizing radiation (disorder)|Vincristine (substance),Platinum compound (substance)|Immunologic agent (substance)|Injury caused by ionizing radiation (disorder)|Vincristine (substance)
3256,NCT00501111,Axitinib (substance)|Donepezil (substance)|Zar (disorder),Axitinib (substance)|Piperidine (substance)|Zar (disorder)
3257,NCT00501618,Clozapine (substance),Clozapine (substance)
3258,NCT00501696,Dextran 40 (substance)|Naltrexone (substance),Replacement agent (substance)|Naltrexone (substance)
3259,NCT00501748,Rituximab (substance),Antibody (substance)
3260,NCT00501865,Clofazimine (substance),Antileprotic drug (substance)
3261,NCT00501943,Interferon beta-1a (substance)|Riluzole (substance),Mediator of immune response (substance)|Riluzole (substance)
3262,NCT00502216,Naltrexone hydrochloride (substance)|Naltrexone (substance)|Varenicline (substance),Naltrexone hydrochloride (substance)|Naltrexone (substance)|Benzazepine (substance)
3263,NCT00502515,Capsaicin (substance)|Latamoxef disodium (substance),Capsaicin (substance)|Lactam (substance)
3264,NCT00503204,Hafnium-171 (substance)|Capmatinib (substance)|Lomustine (substance)|Chloropicrin (substance),Radioactive isotope (substance)|Capmatinib (substance)|Immunologic agent (substance)|Chloropicrin (substance)
3265,NCT00503230,Nicotine resin complex (substance),Nicotine resin complex (substance)
3266,NCT00503516,Megestrol acetate (substance),Pregnane (substance)
3267,NCT00503529,Incomplete adjuvant (substance),Mediator of immune response (substance)
3268,NCT00504348,Corticosteroid and/or corticosteroid derivative (substance)|Tacrolimus (substance),Corticosteroid and/or corticosteroid derivative (substance)|Immunosuppressant (substance)
3269,NCT00504413,Methadone (substance),Analgesic (substance)
3270,NCT00504881,Brivaracetam (substance),Brivaracetam (substance)
3271,NCT00505076,Mancozeb (substance)|Carbidopa (substance),Biocide (substance)|Catecholamine (substance)
3272,NCT00505167,Donepezil (substance)|Memantine (substance),Piperidine (substance)|Memantine (substance)
3273,NCT00505284,Monosodium glutamate (substance)|Perampanel (substance),Glutamate (substance)|Perampanel (substance)
3274,NCT00505622,Monosodium glutamate (substance)|Perampanel (substance),Glutamate (substance)|Perampanel (substance)
3275,NCT00505687,Rotigotine (substance),Rotigotine (substance)
3276,NCT00505765,Silver-108m (substance)|Anti-psychotic agent (substance)|Atypical psychosis (disorder)|Colostrum (substance)|Interleukin-8 (substance),Radioactive isotope (substance)|Anti-psychotic agent (substance)|Atypical psychosis (disorder)|Liquid substance (substance)|Mediator of immune response (substance)
3277,NCT00505804,Dexmedetomidine (substance)|Haloperidol (substance),Sedative (substance)|Ketone (substance)
3278,NCT00505843,Levodopa (substance)|Carbidopa (substance),Catecholamine (substance)
3279,NCT00505934,Levetiracetam (substance),Levetiracetam (substance)
3280,NCT00505973,Spinocerebellar ataxia type 36 (disorder),Spinocerebellar ataxia type 36 (disorder)
3281,NCT00506012,Heptabarbital (substance)|Receptor-type tyrosine-protein phosphatase C (substance)|Tar (substance),Barbiturate (substance)|Lymphocyte antigen (substance)|Tar (substance)
3282,NCT00506259,Melatonin (substance),Melatonin (substance)
3283,NCT00506415,Rivastigmine (substance)|Rivastigmine tartrate (substance),Phenylcarbamate (substance)
3284,NCT00506610,Zinc-62 (substance),Radioactive isotope (substance)
3285,NCT00506675,Atropine (substance),Bronchodilator (substance)
3286,NCT00506909,Anti-psychotic agent (substance)|Oxytocin (substance),Anti-psychotic agent (substance)|Oxytocin (substance)
