,nct_id,canonical_aact_conditions,snomed_termid,aact_snomed_term_canonical_conditions,aact_cdist_conditions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
6198,NCT00735644,"encephalitis, japanese",52947006,Japanese encephalitis virus disease (disorder),0.0066,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
6202,NCT00736255,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6268,NCT00747487,"optic atrophy, hereditary, leber",58610003,Leber's optic atrophy (disorder),4.8251,"[77157004, 363235000]","['Disorder of optic nerve (disorder)', 'Hereditary disorder of nervous system (disorder)']",Disorder of optic nerve (disorder)
6269,NCT00747643,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6289,NCT00749463,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6290,NCT00749658,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6305,NCT00751257,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6348,NCT00755716,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6352,NCT00756275,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6445,NCT00773292,"paraparesis, tropical spastic",714279000,Myelopathy caused by Human T-lymphotropic virus 1 (disorder),2.0023,"[128117002, 48522003]","['Infectious disease of central nervous system (disorder)', 'Spinal cord disorder (disorder)']",Infectious disease of central nervous system (disorder)
6447,NCT00774462,myasthenia gravis,91637004,Myasthenia gravis (disorder),0.0,"[128213006, 257277002]","['Neuromuscular junction disorder (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)']",Neuromuscular junction disorder (disorder)
6451,NCT00776230,japanese encephalitis,52947006,Japanese encephalitis virus disease (disorder),0.002,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
6452,NCT00776230,"encephalitis, japanese",52947006,Japanese encephalitis virus disease (disorder),0.0066,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
6460,NCT00777569,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6471,NCT00780806,"meningitis, meningococcal",192644005,Meningococcal meningitis (disorder),2.192,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
6476,NCT00781755,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6492,NCT00787722,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.007,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
6494,NCT00788047,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
6501,NCT00789074,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6510,NCT00789828,tuberous sclerosis,7199000,Tuberous sclerosis syndrome (disorder),0.0044,"[363235000, 126950007]","['Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Hereditary disorder of nervous system (disorder)
6512,NCT00790569,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6529,NCT00791492,"amyloid neuropathies, familial",42295001,Familial amyloid polyneuropathy (disorder),5.9722,"[42345000, 363235000]","['Polyneuropathy (disorder)', 'Hereditary disorder of nervous system (disorder)']",Polyneuropathy (disorder)
6544,NCT00792766,tuberous sclerosis,7199000,Tuberous sclerosis syndrome (disorder),0.0044,"[363235000, 126950007]","['Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Hereditary disorder of nervous system (disorder)
6589,NCT00798304,"meningitis, meningococcal",192644005,Meningococcal meningitis (disorder),2.192,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
6602,NCT00800553,sleep deprivation,248256006,Not getting enough sleep (disorder),7.9688,"[194437008, 44186003]","['Disorders of initiating and maintaining sleep (disorder)', 'Dyssomnia (disorder)']",Disorders of initiating and maintaining sleep (disorder)
6607,NCT00802412,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6616,NCT00803868,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
6633,NCT00806871,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
6639,NCT00808028,"meningitis, meningococcal",192644005,Meningococcal meningitis (disorder),2.192,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
6661,NCT00811681,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
6684,NCT00813917,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6689,NCT00814138,myasthenia gravis,91637004,Myasthenia gravis (disorder),0.0,"[128213006, 257277002]","['Neuromuscular junction disorder (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)']",Neuromuscular junction disorder (disorder)
6703,NCT00816231,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6742,NCT00824512,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
6744,NCT00824590,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
6750,NCT00825084,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
6757,NCT00826241,spinal cord neoplasms,126962006,Neoplasm of spinal cord (disorder),2.2951,"[48522003, 126950007]","['Spinal cord disorder (disorder)', 'Neoplasm of nervous system (disorder)']",Spinal cord disorder (disorder)
6764,NCT00827034,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
6774,NCT00829439,angelman syndrome,76880004,Angelman syndrome (disorder),0.005,"[88425004, 110359009]","['Congenital anomaly of nervous system (disorder)', 'Intellectual disability (disorder)']",Congenital anomaly of nervous system (disorder)
6779,NCT00830245,meningeal carcinomatosis,230156002,Malignant meningitis (disorder),0.0,"[7180009, 126950007]","['Meningitis (disorder)', 'Neoplasm of nervous system (disorder)']",Meningitis (disorder)
6786,NCT00830856,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
6787,NCT00831155,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6791,NCT00831506,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
6833,NCT00837824,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
6850,NCT00840801,"encephalitis, tick-borne",712986001,Encephalitis caused by tick-borne encephalitis virus (disorder),3.1432,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
6885,NCT00846430,neurofibromatosis 1,92824003,Neurofibromatosis type 1 (disorder),0.002,"[402874001, 363235000, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
6894,NCT00847678,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
6913,NCT00851461,"bulbo-spinal atrophy, x-linked",230253001,Bulbospinal neuronopathy (disorder),5.9579,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
6921,NCT00853580,neurofibromatosis 1,92824003,Neurofibromatosis type 1 (disorder),0.002,"[402874001, 363235000, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
6933,NCT00856297,"meningitis, meningococcal",192644005,Meningococcal meningitis (disorder),2.192,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
6934,NCT00856297,meningococcal meningitis,192644005,Meningococcal meningitis (disorder),0.0,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
6954,NCT00860028,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
6971,NCT00863122,"neuroma, acoustic",126949007,Acoustic neuroma (disorder),2.5696,"[402874001, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
