,nct_id,aact_snomed_term_canonical_conditions,aact_top_concept_canonical_first_conditions
2536,NCT00320632,Depressive disorder (disorder),Depressive disorder (disorder)
2537,NCT00320671,Schizophrenia (disorder),Schizophrenia (disorder)
2538,NCT00320697,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
2539,NCT00320723,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
2540,NCT00320736,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
2541,NCT00321087,Essential tremor (disorder),Essential tremor (disorder)
2542,NCT00321516,Bipolar disorder (disorder),Bipolar disorder (disorder)
2543,NCT00321672,Disorder of the peripheral nervous system (disorder),Disorder of the peripheral nervous system (disorder)
2544,NCT00321854,Parkinson's disease (disorder),Parkinsonism (disorder)
2545,NCT00322023,Schizophrenia (disorder),Schizophrenia (disorder)
2546,NCT00322036,Alzheimer's disease (disorder)|Dementia (disorder),Alzheimer's disease (disorder)|Dementia (disorder)
2547,NCT00322309,Depressive disorder (disorder)|Cocaine dependence (disorder)|Disorder caused by cocaine (disorder),Depressive disorder (disorder)|Disorder caused by cocaine (disorder)
2548,NCT00322621,Neuropathy due to diabetes mellitus (disorder),Neuropathy due to diabetes mellitus (disorder)
2549,NCT00322764,Bipolar disorder (disorder),Bipolar disorder (disorder)
2550,NCT00322803,Panic disorder (disorder),Anxiety disorder (disorder)
2551,NCT00323310,Disorder of the central nervous system (disorder),Disorder of the central nervous system (disorder)
2552,NCT00323947,Epilepsy (disorder),Seizure disorder (disorder)
2553,NCT00324025,Cryptococcal meningitis (disorder),Infectious disease of central nervous system (disorder)
2554,NCT00324051,Schizophrenia (disorder),Schizophrenia (disorder)
2555,NCT00324454,Motor neuron disease (disorder)|Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
2556,NCT00324506,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
2557,NCT00324896,Parkinson's disease (disorder),Parkinsonism (disorder)
2558,NCT00325130,Meningitis (disorder),Meningitis (disorder)
2559,NCT00325143,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
2560,NCT00325156,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
2561,NCT00325286,Bipolar disorder (disorder),Bipolar disorder (disorder)
2562,NCT00325637,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
2563,NCT00325689,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
2564,NCT00326612,Seizure disorder (disorder),Seizure disorder (disorder)
2565,NCT00326625,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
2566,NCT00326872,Neurofibromatosis type 1 (disorder)|Plexiform neurofibroma (disorder),Neoplasm of nerve sheath origin (disorder)
2567,NCT00327418,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
2568,NCT00327691,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
2569,NCT00327756,Depressive disorder (disorder),Depressive disorder (disorder)
2570,NCT00328276,Psychotic disorder (disorder)|Schizophrenia (disorder),Psychotic disorder (disorder)|Schizophrenia (disorder)
2571,NCT00328367,Schizophrenia (disorder),Schizophrenia (disorder)
2572,NCT00328458,Neoplasm of central nervous system (disorder),Neoplasm of nervous system (disorder)
2573,NCT00328874,Progressive supranuclear palsy (disorder),Chronic brain syndrome (disorder)
2574,NCT00328978,Psychotic disorder (disorder)|Schizophrenia (disorder),Psychotic disorder (disorder)|Schizophrenia (disorder)
2575,NCT00329056,Parkinson's disease (disorder),Parkinsonism (disorder)
2576,NCT00329082,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
2577,NCT00329147,Depressive disorder (disorder),Depressive disorder (disorder)
2578,NCT00329355,Migraine (disorder),Headache disorder (disorder)
2579,NCT00329459,Migraine (disorder),Headache disorder (disorder)
2580,NCT00329589,Neoplasm of central nervous system (disorder),Neoplasm of nervous system (disorder)
2581,NCT00329602,Restless legs (disorder),Restless legs (disorder)
2582,NCT00329732,Migraine (disorder),Headache disorder (disorder)
2583,NCT00329758,Cerebral trauma (disorder),Traumatic brain injury (disorder)
2584,NCT00329810,Schizophrenia (disorder),Schizophrenia (disorder)
2585,NCT00329901,Meningococcal meningitis (disorder),Infectious disease of central nervous system (disorder)
2586,NCT00330187,Tobacco dependence syndrome (disorder)|Nicotine dependence (disorder),Psychoactive substance abuse (disorder)|Nicotine dependence (disorder)
2587,NCT00330239,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
2588,NCT00330291,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
2589,NCT00330434,Depressive disorder (disorder),Depressive disorder (disorder)
2590,NCT00330486,Bipolar disorder (disorder),Bipolar disorder (disorder)
2591,NCT00330551,Schizophrenia (disorder),Schizophrenia (disorder)
2592,NCT00330655,Binge eating disorder (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
2593,NCT00330850,"Social phobia, fear of public speaking (disorder)|Photopsia (disorder)|Migraine (disorder)",Anxiety disorder (disorder)|Disorder of vision (disorder)|Headache disorder (disorder)
2594,NCT00330863,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
2595,NCT00331123,Sexual disorder (disorder),Sexual disorder (disorder)
2596,NCT00331149,Parkinson's disease (disorder),Parkinsonism (disorder)
2597,NCT00331214,Sexual disorder (disorder),Sexual disorder (disorder)
2598,NCT00331305,Depressive disorder (disorder),Depressive disorder (disorder)
2599,NCT00331721,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
2600,NCT00331747,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
2601,NCT00331825,Schizophrenia (disorder),Schizophrenia (disorder)
2602,NCT00331890,Cerebral infarction (disorder)|Cerebrovascular accident (disorder),Cerebral infarction (disorder)|Cerebrovascular accident (disorder)
2603,NCT00331981,Schizophrenia (disorder),Schizophrenia (disorder)
2604,NCT00332189,Phenylketonuria (disorder),Phenylketonuria (disorder)
2605,NCT00332579,Kleptomania (disorder)|Impulse control disorder (disorder),Impulse control disorder (disorder)
2606,NCT00332644,Tobacco dependence syndrome (disorder)|Nicotine dependence (disorder),Psychoactive substance abuse (disorder)|Nicotine dependence (disorder)
2607,NCT00332787,Depressive disorder (disorder),Depressive disorder (disorder)
2608,NCT00332800,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
2609,NCT00332891,Anxiety disorder (disorder),Anxiety disorder (disorder)
2610,NCT00333138,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
2611,NCT00333164,Cerebrovascular disease (disorder),Cerebrovascular disease (disorder)
2612,NCT00333177,Schizophrenia (disorder),Schizophrenia (disorder)
2613,NCT00333281,Erectile dysfunction (disorder),Sexual disorder (disorder)
2614,NCT00333359,Restless legs (disorder),Restless legs (disorder)
2615,NCT00333866,Fibromyalgia (disorder),Fibromyalgia (disorder)
2616,NCT00333931,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
2617,NCT00334035,Schizophrenia (disorder),Schizophrenia (disorder)
2618,NCT00334347,Mania (disorder),Mania (disorder)
2619,NCT00334477,Erectile dysfunction (disorder),Sexual disorder (disorder)
2620,NCT00334568,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
2621,NCT00334906,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
2622,NCT00334958,Epilepsy (disorder),Seizure disorder (disorder)
2623,NCT00335205,Bipolar disorder (disorder),Bipolar disorder (disorder)
2624,NCT00335777,Migraine (disorder),Headache disorder (disorder)
2625,NCT00335933,Postherpetic neuralgia (disorder),Postherpetic neuralgia (disorder)
2626,NCT00335972,Carotid artery stenosis (disorder),Disorder of carotid artery (disorder)
2627,NCT00335985,Polymyositis (disorder)|Dermatomyositis (disorder),Myositis (disorder)
2628,NCT00336349,Neurological pain disorder (disorder)|Cranial neuralgia (disorder),Neurological pain disorder (disorder)|Cranial neuralgia (disorder)
2629,NCT00336466,Traumatic or nontraumatic brain injury (disorder),Traumatic or nontraumatic brain injury (disorder)
2630,NCT00336531,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
2631,NCT00336596,Cerebral embolism (disorder),Cerebral embolism (disorder)
2632,NCT00336713,Depressive disorder (disorder),Depressive disorder (disorder)
2633,NCT00336882,Traumatic brain injury (disorder),Traumatic brain injury (disorder)
2634,NCT00337350,Schizophrenia (disorder),Schizophrenia (disorder)
2635,NCT00337428,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
2636,NCT00337597,Analgesia,Analgesia
2637,NCT00337636,Neuronal ceroid lipofuscinosis (disorder),Hereditary disorder of nervous system (disorder)
2638,NCT00337662,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
2639,NCT00337779,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
2640,NCT00338117,Alzheimer's disease (disorder)|Dementia (disorder),Alzheimer's disease (disorder)|Dementia (disorder)
2641,NCT00338273,Bipolar disorder (disorder),Bipolar disorder (disorder)
2642,NCT00338312,Sexual disorder (disorder),Sexual disorder (disorder)
2643,NCT00338598,Schizophrenia (disorder),Schizophrenia (disorder)
2644,NCT00338767,Depressive disorder (disorder),Depressive disorder (disorder)
2645,NCT00338949,Schizophrenia (disorder),Schizophrenia (disorder)
2646,NCT00338962,Posttraumatic stress disorder (disorder)|Depressive disorder (disorder),Anxiety disorder (disorder)|Depressive disorder (disorder)
2647,NCT00339066,Depressive disorder (disorder),Depressive disorder (disorder)
2648,NCT00339079,Hypochondriasis (disorder),Bodily distress disorder (disorder)
2649,NCT00340379,Mood disorder (disorder),Mood disorder (disorder)
2650,NCT00340704,Nonneurogenic neurogenic urinary bladder dysfunction (disorder),Nonneurogenic neurogenic urinary bladder dysfunction (disorder)
2651,NCT00340834,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
2652,NCT00342134,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
2653,NCT00342381,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
2654,NCT00343096,Seizure disorder (disorder)|Epilepsy (disorder),Seizure disorder (disorder)
2655,NCT00343174,Cerebral infarction (disorder)|Cerebrovascular accident (disorder),Cerebral infarction (disorder)|Cerebrovascular accident (disorder)
2656,NCT00343200,Erectile dysfunction (disorder),Sexual disorder (disorder)
2657,NCT00343421,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
2658,NCT00344253,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
2659,NCT00344565,Cocaine dependence (disorder)|Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
2660,NCT00344682,Depressive disorder (disorder),Depressive disorder (disorder)
2661,NCT00344695,Tobacco dependence syndrome (disorder)|Nicotine dependence (disorder),Psychoactive substance abuse (disorder)|Nicotine dependence (disorder)
2662,NCT00344994,Restless legs (disorder),Restless legs (disorder)
2663,NCT00345033,Schizophrenia (disorder),Schizophrenia (disorder)
2664,NCT00345098,Depressive disorder (disorder),Depressive disorder (disorder)
2665,NCT00345605,Argininosuccinate lyase deficiency (disorder)|Disorder of the urea cycle metabolism (disorder),Disorder of the urea cycle metabolism (disorder)
2666,NCT00345982,Schizophrenia (disorder),Schizophrenia (disorder)
2667,NCT00346034,Fibromyalgia (disorder),Fibromyalgia (disorder)
2668,NCT00346827,Parkinson's disease (disorder),Parkinsonism (disorder)
2669,NCT00347152,Epilepsy (disorder),Seizure disorder (disorder)
2670,NCT00347269,Panic disorder (disorder),Anxiety disorder (disorder)
2671,NCT00347295,Disorders of initiating and maintaining sleep (disorder),Disorders of initiating and maintaining sleep (disorder)
2672,NCT00348140,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
2673,NCT00348192,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
2674,NCT00348309,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
2675,NCT00348387,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
2676,NCT00348933,Disorder of nervous system (disorder)|Angelman syndrome (disorder),Disorder of nervous system (disorder)|Congenital anomaly of nervous system (disorder)
2677,NCT00349193,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
2678,NCT00349531,Restless legs (disorder),Restless legs (disorder)
2679,NCT00349622,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
2680,NCT00349973,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
2681,NCT00350311,Psychotic disorder (disorder),Psychotic disorder (disorder)
2682,NCT00350870,Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
2683,NCT00351000,Schizophrenia (disorder),Schizophrenia (disorder)
2684,NCT00351299,Delirium (disorder),Confusional state (disorder)
2685,NCT00351611,Partial epilepsy with impairment of consciousness (disorder),Seizure disorder (disorder)
2686,NCT00351806,Cerebral infarction (disorder),Cerebral infarction (disorder)
2687,NCT00351936,Schizophrenia (disorder),Schizophrenia (disorder)
2688,NCT00352339,Schizophrenia (disorder),Schizophrenia (disorder)
2689,NCT00352469,Anxiety disorder (disorder)|Obsessive-compulsive disorder (disorder)|Posttraumatic stress disorder (disorder)|Panic disorder (disorder),Anxiety disorder (disorder)|Obsessive-compulsive disorder (disorder)
2690,NCT00352495,Neurofibromatosis type 1 (disorder),Neoplasm of nerve sheath origin (disorder)
2691,NCT00352599,Neurofibromatosis type 1 (disorder),Neoplasm of nerve sheath origin (disorder)
2692,NCT00352651,Postherpetic neuralgia (disorder),Postherpetic neuralgia (disorder)
2693,NCT00352768,Obsessive-compulsive disorder (disorder),Obsessive-compulsive disorder (disorder)
2694,NCT00352885,Depressive disorder (disorder),Depressive disorder (disorder)
2695,NCT00352963,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
2696,NCT00353379,Schizotypal personality disorder (disorder)|Personality disorder (disorder),Personality disorder (disorder)
