,nct_id,start_date,start_year,allocation,masking,were_results_reported,lead_or_collaborator,sponsor_name,agency_class,phase,agency_class_refined
514220,NCT00114439,2005-09-30,2005.0,Non-Randomized,None (Open Label),False,lead,Sydney South West Area Health Service,OTHER_GOV,Phase 2,OTHER_GOV
514228,NCT00114569,2005-03-31,2005.0,Non-Randomized,None (Open Label),False,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Phase 1,NIH
514234,NCT00114595,2003-04-30,2003.0,Randomized,Double,False,lead,University of Stellenbosch,OTHER,Phase 4,UNIVERSITY
514246,NCT00115011,2002-09-30,2002.0,Non-Randomized,None (Open Label),False,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
514250,NCT00115310,2005-06-30,2005.0,Randomized,Double,False,lead,NeurogesX,INDUSTRY,Phase 3,INDUSTRY
514259,NCT00115427,2003-03-31,2003.0,Randomized,Double,False,lead,Amgen,INDUSTRY,Phase 1,INDUSTRY
514262,NCT00115687,2002-06-30,2002.0,Randomized,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 2,NIH
514270,NCT00115804,2005-06-30,2005.0,,None (Open Label),True,lead,University of Cincinnati,OTHER,Phase 3,UNIVERSITY
514274,NCT00116064,2004-07-31,2004.0,Randomized,None (Open Label),False,lead,Kamuzu University of Health Sciences,OTHER,Phase 3,UNIVERSITY
514280,NCT00116129,2005-07-31,2005.0,Randomized,Double,False,lead,"Bennett, Robert, M.D.",INDIV,Phase 2,INDIV
514286,NCT00116259,2005-03-31,2005.0,Randomized,Double,False,lead,Federal University of Rio Grande do Sul,OTHER,Not Applicable,UNIVERSITY
514309,NCT00116532,2002-10-31,2002.0,Randomized,None (Open Label),False,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
514385,NCT00116857,2005-02-28,2005.0,Randomized,Quadruple,True,lead,Washington University School of Medicine,OTHER,Phase 3,UNIVERSITY
514397,NCT00117403,2006-01-31,2006.0,Randomized,Double,False,lead,National Institute on Aging (NIA),NIH,Phase 1,NIH
514478,NCT00117585,2005-11-30,2005.0,,None (Open Label),True,lead,VA Office of Research and Development,FED,Not Applicable,FED
514502,NCT00117819,2001-03-31,2001.0,,None (Open Label),False,lead,Institute for Neurodegenerative Disorders,OTHER,Phase 2,OTHER
514516,NCT00118014,2000-01-31,2000.0,Randomized,Single,False,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
514526,NCT00118404,2000-03-31,2000.0,Randomized,Quadruple,True,lead,University of Texas Southwestern Medical Center,OTHER,Phase 3,UNIVERSITY
514538,NCT00118430,2004-09-30,2004.0,Randomized,None (Open Label),True,lead,Indiana University,OTHER,Phase 4,UNIVERSITY
514550,NCT00118482,2005-05-31,2005.0,Randomized,Quadruple,True,lead,University of Calgary,OTHER,Phase 4,UNIVERSITY
514718,NCT00118495,2006-03-31,2006.0,Randomized,Double,False,lead,QualiLife Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
514824,NCT00118833,2002-08-31,2002.0,Randomized,Double,False,lead,National Center for Complementary and Integrative Health (NCCIH),NIH,Phase 2/Phase 3,NIH
514827,NCT00118924,2005-07-31,2005.0,Randomized,Triple,False,lead,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Phase 1,NIH
514851,NCT00119080,2006-08-31,2006.0,Randomized,None (Open Label),False,lead,Centers for Disease Control and Prevention,FED,Phase 4,FED
514861,NCT00119210,2005-03-31,2005.0,Randomized,Quadruple,False,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
514886,NCT00119626,2003-06-30,2003.0,Randomized,Double,False,lead,AstraZeneca,INDUSTRY,Phase 3,INDUSTRY
514910,NCT00119652,2005-05-31,2005.0,Randomized,Double,False,lead,AstraZeneca,INDUSTRY,Phase 3,INDUSTRY
521360,NCT00119756,2005-06-30,2005.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 3,INDUSTRY
521378,NCT00120003,2005-06-30,2005.0,Randomized,Quadruple,False,lead,Ullevaal University Hospital,OTHER,Phase 3,UNIVERSITY
521390,NCT00120055,2005-02-28,2005.0,Non-Randomized,None (Open Label),False,lead,University of Oslo School of Pharmacy,OTHER,Phase 4,UNIVERSITY
521393,NCT00120120,2005-01-31,2005.0,Randomized,Quadruple,False,lead,Celgene Corporation,INDUSTRY,Phase 2/Phase 3,INDUSTRY
521462,NCT00120250,2005-06-30,2005.0,Randomized,Quadruple,True,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
521464,NCT00120289,2005-09-30,2005.0,Randomized,Quadruple,True,lead,Axio Research. LLC,INDUSTRY,Phase 3,INDUSTRY
525840,NCT00120367,2005-04-30,2005.0,Non-Randomized,None (Open Label),False,lead,French National Agency for Research on AIDS and Viral Hepatitis,OTHER_GOV,Phase 2,OTHER_GOV
525852,NCT00120484,2005-04-30,2005.0,Randomized,Triple,False,lead,Brigham and Women's Hospital,OTHER,Not Applicable,HOSPITAL
525878,NCT00120874,2006-08-31,2006.0,Randomized,Single,True,lead,NYU Langone Health,OTHER,Phase 4,OTHER
525887,NCT00121069,2002-09-30,2002.0,Randomized,Double,False,lead,"Connor, Kathryn M., M.D.",INDIV,Phase 2/Phase 3,INDIV
525991,NCT00121888,2002-12-31,2002.0,Randomized,Double,False,lead,Massachusetts General Hospital,OTHER,Phase 1/Phase 2,HOSPITAL
526003,NCT00122044,2003-01-31,2003.0,Non-Randomized,None (Open Label),False,lead,University of Southern California,OTHER,Phase 2,UNIVERSITY
526087,NCT00122070,2005-05-31,2005.0,Non-Randomized,None (Open Label),False,lead,University of Medicine and Dentistry of New Jersey,OTHER,Phase 3,UNIVERSITY
526105,NCT00122278,2005-07-31,2005.0,Randomized,Quadruple,True,lead,Montefiore Medical Center,OTHER,Phase 3,HOSPITAL
526114,NCT00122499,2003-02-28,2003.0,Randomized,Double,False,lead,Erasmus Medical Center,OTHER,Phase 3,HOSPITAL
526122,NCT00122733,2005-12-31,2005.0,Non-Randomized,None (Open Label),False,lead,Assistance Publique - Hôpitaux de Paris,OTHER,Not Applicable,OTHER
526126,NCT00122759,2005-12-31,2005.0,Randomized,None (Open Label),False,lead,Assistance Publique - Hôpitaux de Paris,OTHER,Not Applicable,OTHER
526131,NCT00122824,2004-06-30,2004.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
526327,NCT00122837,2005-04-30,2005.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
527031,NCT00122850,2004-10-31,2004.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
527107,NCT00122863,2005-01-31,2005.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
528423,NCT00122954,2005-07-31,2005.0,Randomized,Triple,True,lead,Oregon Health and Science University,OTHER,Phase 1/Phase 2,UNIVERSITY
528433,NCT00122980,2006-10-31,2006.0,Randomized,None (Open Label),True,lead,St. Jude Children's Research Hospital,OTHER,Phase 3,HOSPITAL
528815,NCT00123214,2004-09-30,2004.0,Randomized,Single,False,lead,St. Vincent's Medical Center,UNKNOWN,Not Applicable,HOSPITAL
528824,NCT00123266,2006-12-31,2006.0,Non-Randomized,None (Open Label),False,lead,ThromboGenics,INDUSTRY,Phase 2,INDUSTRY
528866,NCT00123305,2005-10-31,2005.0,Randomized,Double,False,lead,ThromboGenics,INDUSTRY,Phase 2,INDUSTRY
528962,NCT00123370,2006-07-31,2006.0,Randomized,Double,False,lead,The University of New South Wales,OTHER,Phase 2,UNIVERSITY
528978,NCT00123383,2005-07-31,2005.0,Randomized,Double,False,lead,The University of New South Wales,OTHER,Phase 2,UNIVERSITY
528994,NCT00123539,2001-06-30,2001.0,Randomized,Double,False,lead,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Not Applicable,NIH
529000,NCT00123578,2004-08-31,2004.0,Randomized,Single,False,lead,"University of California, Los Angeles",OTHER,Phase 1/Phase 2,UNIVERSITY
529004,NCT00123760,2004-02-29,2004.0,,None (Open Label),False,lead,AHS Cancer Control Alberta,OTHER,Phase 2/Phase 3,OTHER
529018,NCT00124150,2002-06-30,2002.0,Randomized,Triple,False,lead,Chinese University of Hong Kong,OTHER,Phase 3,UNIVERSITY
529021,NCT00124267,2003-09-30,2003.0,Randomized,Double,False,lead,Makerere University,OTHER,Phase 3,UNIVERSITY
529030,NCT00124683,2001-09-30,2001.0,Randomized,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 2,NIH
529036,NCT00124696,2002-12-31,2002.0,Randomized,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 1,NIH
529045,NCT00124826,2004-05-31,2004.0,Randomized,Single,False,lead,University of Glasgow,OTHER,Phase 2,UNIVERSITY
529054,NCT00124839,2005-10-31,2005.0,Randomized,Quadruple,False,lead,"Central Institute of Mental Health, Mannheim",OTHER,Phase 3,OTHER
529064,NCT00124852,2005-10-31,2005.0,Randomized,Quadruple,False,lead,ZonMw: The Netherlands Organisation for Health Research and Development,OTHER,Not Applicable,OTHER
529070,NCT00125138,2005-07-31,2005.0,Randomized,Quadruple,True,lead,Lundbeck LLC,INDUSTRY,Phase 2,INDUSTRY
529385,NCT00125203,2003-07-31,2003.0,Randomized,Double,False,lead,The University of Texas Health Science Center at San Antonio,OTHER,Phase 2/Phase 3,UNIVERSITY
529441,NCT00125567,2005-08-31,2005.0,Randomized,Quadruple,False,lead,"Orion Corporation, Orion Pharma",INDUSTRY,Phase 4,INDUSTRY
529789,NCT00125879,2005-06-30,2005.0,Randomized,None (Open Label),False,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 2/Phase 3,INDUSTRY
530083,NCT00125892,2005-07-31,2005.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
531217,NCT00125931,2005-09-30,2005.0,,None (Open Label),True,lead,Mclean Hospital,OTHER,Phase 2,HOSPITAL
531221,NCT00125957,2005-08-31,2005.0,Randomized,Triple,True,lead,Mclean Hospital,OTHER,Phase 3,HOSPITAL
531231,NCT00126009,2004-05-31,2004.0,Randomized,None (Open Label),False,lead,Sanofi,INDUSTRY,Phase 2,INDUSTRY
531281,NCT00126087,2005-07-31,2005.0,Randomized,Double,False,lead,University Hospital Muenster,OTHER,Phase 4,UNIVERSITY
531287,NCT00126139,2004-04-30,2004.0,Randomized,Double,False,lead,University of Zurich,OTHER,Phase 3,UNIVERSITY
531347,NCT00126282,2003-12-31,2003.0,Randomized,Quadruple,False,lead,Massachusetts General Hospital,OTHER,Not Applicable,HOSPITAL
531354,NCT00126516,2004-05-31,2004.0,Randomized,Single,False,lead,Nara Medical University,OTHER,Phase 4,UNIVERSITY
531358,NCT00126672,2005-12-20,2005.0,,None (Open Label),True,lead,Dana-Farber Cancer Institute,OTHER,Phase 2,OTHER
531526,NCT00127075,2005-06-30,2005.0,Randomized,Triple,False,lead,Hospices Civils de Lyon,OTHER,Phase 3,OTHER
531529,NCT00127114,2005-09-30,2005.0,Randomized,Quadruple,False,lead,Johns Hopkins University,OTHER,Phase 4,UNIVERSITY
531549,NCT00127530,2005-05-31,2005.0,Randomized,Quadruple,True,lead,Acorda Therapeutics,INDUSTRY,Phase 3,INDUSTRY
531761,NCT00127673,2004-09-30,2004.0,Randomized,Single,True,lead,Case Western Reserve University,OTHER,Phase 3,UNIVERSITY
531777,NCT00128050,2005-01-31,2005.0,Randomized,Single,False,lead,IRCCS Policlinico S. Matteo,OTHER,Phase 2,OTHER
531786,NCT00128232,2002-12-31,2002.0,Non-Randomized,None (Open Label),False,lead,Novartis,INDUSTRY,Phase 3,INDUSTRY
531797,NCT00128401,2005-08-31,2005.0,Randomized,Quadruple,True,lead,National Institute of Mental Health (NIMH),NIH,Phase 2,NIH
531801,NCT00128479,2004-09-30,2004.0,Randomized,Double,False,lead,Corcept Therapeutics,INDUSTRY,Phase 3,INDUSTRY
531933,NCT00128505,2005-08-31,2005.0,,None (Open Label),False,lead,Corcept Therapeutics,INDUSTRY,Phase 3,INDUSTRY
532253,NCT00129181,2005-01-31,2005.0,Randomized,Single,False,lead,Institute for Neurodegenerative Disorders,OTHER,Not Applicable,OTHER
533063,NCT00129220,2005-07-31,2005.0,Randomized,Quadruple,True,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
533095,NCT00129246,2004-12-31,2004.0,Non-Randomized,None (Open Label),True,lead,Yale University,OTHER,Phase 1/Phase 2,UNIVERSITY
533101,NCT00129272,2004-05-31,2004.0,Randomized,Quadruple,True,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 2,NIH
533104,NCT00129285,2004-07-31,2004.0,Randomized,Quadruple,True,lead,University of Pennsylvania,OTHER,Phase 2,UNIVERSITY
533108,NCT00129298,2004-12-31,2004.0,Randomized,Triple,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 2,NIH
533111,NCT00129441,2005-08-31,2005.0,Randomized,Triple,True,lead,University of Pittsburgh,OTHER,Phase 2,UNIVERSITY
533117,NCT00129467,2005-02-28,2005.0,Randomized,Quadruple,True,lead,US Department of Veterans Affairs,FED,Not Applicable,FED
533133,NCT00129545,2005-02-28,2005.0,Randomized,None (Open Label),True,lead,Boston Scientific Corporation,INDUSTRY,Phase 2/Phase 3,INDUSTRY
533888,NCT00129675,2003-02-28,2003.0,,Single,False,lead,Institute for Neurodegenerative Disorders,OTHER,Phase 2,OTHER
533901,NCT00129805,2001-01-31,2001.0,Randomized,Quadruple,False,lead,Mitsubishi Tanabe Pharma Corporation,INDUSTRY,Phase 3,INDUSTRY
533904,NCT00129857,2001-01-31,2001.0,Randomized,Double,False,lead,Pharmos,INDUSTRY,Phase 3,INDUSTRY
533907,NCT00130039,2005-08-31,2005.0,Randomized,Quadruple,True,lead,Asan Medical Center,OTHER,Phase 4,HOSPITAL
534515,NCT00130338,2002-02-28,2002.0,Non-Randomized,None (Open Label),False,lead,Novartis,INDUSTRY,Phase 3,INDUSTRY
534522,NCT00130429,2004-01-31,2004.0,Randomized,Double,False,lead,Phytopharm,INDUSTRY,Phase 2,INDUSTRY
534525,NCT00130455,2006-04-30,2006.0,Randomized,Double,False,lead,"Psychiatric Hospital, Hillerod",OTHER,Phase 4,HOSPITAL
534535,NCT00130676,2004-09-30,2004.0,Randomized,Double,False,lead,Corcept Therapeutics,INDUSTRY,Phase 3,INDUSTRY
534604,NCT00130923,2005-09-30,2005.0,Randomized,None (Open Label),True,lead,Dartmouth-Hitchcock Medical Center,OTHER,Phase 4,HOSPITAL
534743,NCT00131339,2004-11-30,2004.0,Randomized,Double,False,lead,Hartford Hospital,OTHER,Not Applicable,HOSPITAL
534747,NCT00131456,2004-03-31,2004.0,Randomized,Triple,True,lead,New York State Psychiatric Institute,OTHER,Phase 2,OTHER
534755,NCT00131495,2004-07-31,2004.0,Randomized,Double,False,lead,Warner Chilcott,INDUSTRY,Phase 3,INDUSTRY
534825,NCT00132119,2005-08-31,2005.0,Randomized,Double,False,lead,Somaxon Pharmaceuticals,INDUSTRY,Phase 2/Phase 3,INDUSTRY
534833,NCT00132223,2005-04-30,2005.0,Non-Randomized,Single,False,lead,University Hospital Muenster,OTHER,Phase 4,UNIVERSITY
534844,NCT00132314,2006-09-30,2006.0,Randomized,None (Open Label),True,lead,US Department of Veterans Affairs,FED,Phase 3,FED
534939,NCT00132470,2004-12-31,2004.0,Randomized,Double,False,lead,Axaron Bioscience AG,INDUSTRY,Phase 2,INDUSTRY
534948,NCT00132509,2001-09-30,2001.0,Randomized,Single,False,lead,Hospices Civils de Lyon,OTHER,Phase 2,OTHER
534968,NCT00132678,2005-02-28,2005.0,Randomized,Quadruple,True,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 3,INDUSTRY
536008,NCT00132821,2005-08-31,2005.0,Randomized,Triple,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 4,NIH
536011,NCT00132873,2004-10-31,2004.0,Non-Randomized,None (Open Label),True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
536014,NCT00133081,2002-10-31,2002.0,Randomized,None (Open Label),False,lead,UMC Utrecht,OTHER,Phase 4,OTHER
536050,NCT00133198,2004-04-30,2004.0,Randomized,Double,False,lead,Boehringer Ingelheim,INDUSTRY,Phase 3,INDUSTRY
536182,NCT00133354,2001-11-30,2001.0,Randomized,Quadruple,False,lead,Nemours Children's Clinic,OTHER,Phase 2/Phase 3,OTHER
536194,NCT00133445,2005-12-31,2005.0,Randomized,Single,False,lead,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Phase 2,NIH
536201,NCT00133757,2005-06-30,2005.0,Randomized,Double,False,lead,Centre for Addiction and Mental Health,OTHER,Phase 1,OTHER
536209,NCT00133822,2004-04-30,2004.0,Randomized,Double,False,lead,Emory University,OTHER,Phase 1/Phase 2,UNIVERSITY
536221,NCT00133861,2005-04-30,2005.0,Non-Randomized,None (Open Label),False,lead,Hospices Civils de Lyon,OTHER,Phase 2/Phase 3,OTHER
536224,NCT00134251,2005-10-31,2005.0,Randomized,Double,False,lead,Solvay Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
536350,NCT00134459,2005-06-30,2005.0,Randomized,Double,False,lead,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY,Phase 3,INDUSTRY
536932,NCT00134563,2004-09-30,2004.0,Randomized,Triple,True,lead,Sanofi,INDUSTRY,Phase 3,INDUSTRY
538271,NCT00134784,2000-04-30,2000.0,,None (Open Label),True,lead,Institute for Neurodegenerative Disorders,OTHER,Phase 2,OTHER
538277,NCT00134901,2003-03-31,2003.0,Randomized,Triple,True,lead,New York State Psychiatric Institute,OTHER,Phase 2,OTHER
538283,NCT00134953,2003-01-31,2003.0,Randomized,Double,False,lead,Novartis,INDUSTRY,Phase 3,INDUSTRY
538286,NCT00134966,2005-08-31,2005.0,Randomized,Quadruple,False,lead,Novartis,INDUSTRY,Phase 3,INDUSTRY
539906,NCT00135109,2004-10-31,2004.0,Randomized,Double,False,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
539912,NCT00135512,2004-12-01,2004.0,Non-Randomized,None (Open Label),True,lead,GlaxoSmithKline,INDUSTRY,Phase 2,INDUSTRY
539940,NCT00135525,2003-05-31,2003.0,Randomized,Quadruple,False,lead,GlaxoSmithKline,INDUSTRY,Phase 2,INDUSTRY
539944,NCT00135746,2004-05-31,2004.0,,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Not Applicable,NIH
539948,NCT00135759,2005-04-30,2005.0,Randomized,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 2,NIH
539952,NCT00135876,2002-10-31,2002.0,Randomized,Double,False,lead,Ontario Clinical Oncology Group (OCOG),OTHER,Phase 3,OTHER
540400,NCT00135993,2005-05-31,2005.0,Randomized,Double,False,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
540403,NCT00136019,2004-03-31,2004.0,Randomized,Double,False,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
540406,NCT00136045,2005-05-31,2005.0,Randomized,Double,False,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
540409,NCT00136110,2005-04-30,2005.0,Randomized,Double,False,lead,UMC Utrecht,OTHER,Phase 3,OTHER
540415,NCT00136240,2003-04-30,2003.0,Randomized,None (Open Label),False,lead,Boston Medical Center,OTHER,Not Applicable,HOSPITAL
540419,NCT00136318,2004-01-31,2004.0,Randomized,Double,True,lead,"Charite University, Berlin, Germany",OTHER,Phase 3,UNIVERSITY
540421,NCT00136383,2005-03-31,2005.0,Randomized,Double,False,lead,Duke University,OTHER,Phase 2/Phase 3,UNIVERSITY
540431,NCT00136747,2004-01-31,2004.0,Randomized,Double,False,lead,New York State Psychiatric Institute,OTHER,Phase 1,OTHER
540435,NCT00136760,2003-09-30,2003.0,Randomized,Double,True,lead,Brown University,OTHER,Phase 2,UNIVERSITY
540441,NCT00136786,2006-12-31,2006.0,Randomized,Double,False,lead,New York State Psychiatric Institute,OTHER,Phase 1,OTHER
540463,NCT00136825,2003-03-31,2003.0,Randomized,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 1,NIH
540469,NCT00136994,2003-03-31,2003.0,Non-Randomized,None (Open Label),False,lead,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,Phase 3,INDUSTRY
540571,NCT00137020,2004-11-30,2004.0,Non-Randomized,None (Open Label),False,lead,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,Phase 4,INDUSTRY
541786,NCT00137072,2005-04-30,2005.0,Randomized,Double,False,lead,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,Phase 4,INDUSTRY
541852,NCT00137085,2004-09-30,2004.0,Randomized,Double,False,lead,Queen's University,OTHER,Not Applicable,UNIVERSITY
541866,NCT00137176,2004-10-31,2004.0,Randomized,Double,False,lead,"University of North Carolina, Chapel Hill",OTHER,Not Applicable,UNIVERSITY
543000,NCT00137306,2004-01-31,2004.0,Randomized,None (Open Label),False,lead,US Department of Veterans Affairs,FED,Phase 4,FED
543026,NCT00137696,2002-09-30,2002.0,Randomized,Double,False,lead,Centers for Disease Control and Prevention,FED,Not Applicable,FED
543032,NCT00137709,2004-11-30,2004.0,Randomized,None (Open Label),False,lead,Chinese University of Hong Kong,OTHER,Phase 4,UNIVERSITY
543038,NCT00137735,2003-10-31,2003.0,Randomized,Triple,False,lead,Chinese University of Hong Kong,OTHER,Phase 3,UNIVERSITY
543059,NCT00138775,2004-10-31,2004.0,Randomized,Double,False,lead,Sheba Medical Center,OTHER_GOV,Phase 2,HOSPITAL
543203,NCT00138801,2004-03-31,2004.0,Randomized,Quadruple,False,lead,Sorlandet Hospital HF,OTHER_GOV,Phase 3,HOSPITAL
543215,NCT00138983,2000-05-31,2000.0,Randomized,Double,False,lead,UMC Utrecht,OTHER,Phase 3,OTHER
543236,NCT00139074,2005-07-31,2005.0,Randomized,Quadruple,False,lead,AstraZeneca,INDUSTRY,Phase 4,INDUSTRY
543268,NCT00139594,2004-12-31,2004.0,,None (Open Label),False,lead,Novartis,INDUSTRY,Phase 4,INDUSTRY
544412,NCT00139737,2002-03-31,2002.0,Non-Randomized,None (Open Label),True,lead,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,Phase 3,INDUSTRY
544673,NCT00139789,2005-01-31,2005.0,Randomized,None (Open Label),False,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
544676,NCT00139867,2004-01-31,2004.0,Randomized,None (Open Label),False,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
544679,NCT00139880,2005-06-30,2005.0,Randomized,Double,False,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
544682,NCT00139906,2005-08-31,2005.0,Randomized,Double,False,lead,Solvay Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
544697,NCT00139919,2006-01-31,2006.0,Randomized,Double,False,lead,Solvay Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
544718,NCT00139945,2005-10-31,2005.0,Randomized,Quadruple,False,lead,University of Aarhus,OTHER,Not Applicable,UNIVERSITY
544721,NCT00140153,2005-04-30,2005.0,Randomized,Double,False,lead,Beersheva Mental Health Center,OTHER_GOV,Phase 3,OTHER_GOV
