,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
6252,NCT01075126,lithium,valproic acid|valproate|lithium,Drug,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
6253,NCT01075152,,efavirenz|nucleoside,Drug|Biological,"meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
6254,NCT01075763,interferon (ifn) beta-1a|interferon beta-1a,interferon beta-1a,Drug,alzheimer disease|early-onset alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6255,NCT01076478,cilostazol,cilostazol,Drug,diabetic polyneuropathies,polyneuropathy|polyneuropathies,Diseases of the nervous system|Neuromuscular Diseases
6256,NCT01077206,simvastatin|statin,simvastatin,Drug,aneurysmal subarachnoid haemorrhage|delayed ischemic deficits|subarachnoid haemorrhage,subarachnoid hemorrhage,Central Nervous System Diseases
6257,NCT01077375,duloxetine|milnacipran,milnacipran,Drug,fibromyalgia|inadequate response,fibromyalgia,Neuromuscular Diseases
6258,NCT01078168,acitretin,acitretin,Drug,alzheimer disease|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6259,NCT01078298,"cp-526, 555|varenicline|varenicline tartrate",varenicline,Drug,depressed|depression|nicotine|smoking,depression,Psychiatry and Psychology Category
6260,NCT01078753,desmopressin|fe992026,desmopressin,Drug,decreased nighttime urinary osmolality|nocturnal enuresis|reduced night-time urinary osmolarity-type,nocturnal enuresis,Diseases Category
6261,NCT01078870,duloxetine|escitalopram,duloxetine|escitalopram,Drug,negative|negative symptoms|neuregulin-1|neuregulin-1 (nrg1) risk genotype|schizophrenic,schizophrenia,Diseases of the nervous system
6262,NCT01079169,,cranberry capsules,Dietary Supplement,post-acute rehabilitation|spinal cord injured|spinal cord injuries|urinary tract infections,spinal cord injuries,"Trauma, Nervous System"
6263,NCT01079351,carbamazepine,intravenous carbamazepine,Drug,epilepsy,epilepsy,Central Nervous System Diseases
6264,NCT01079819,bms-708163,bms-708163,Drug,,alzheimer disease,Neurodegenerative Diseases
6265,NCT01080677,caffeine|propranolol,caffeine/propranolol combination tablet,Drug,acute migraine|migraine|migraine disorders,migraine disorders,Central Nervous System Diseases
6266,NCT01081418,quetiapine,,Behavioral,first-and negatively selected multiple-episode schizophrenia-spectrum disorders|schizophrenia spectrum disorders|spectrum disorders,schizophrenia,Diseases of the nervous system
6267,NCT01081769,antipsychotic|antipsychotics|paliperidone palmitate,oral antipsychotics|paliperidone palmitate injection,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6268,NCT01081782,ono-4641,ono-4641,Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis",multiple sclerosis,Demyelinating Diseases
6269,NCT01081795,jns019|topiramate,topiramate,Drug,headache|migraine|migraine disorders|severe,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
6270,NCT01082250,lurasidone|lurasidone hcl,lurasidone hcl,Drug,"psychotic disorders|schizoaffective, or|schizophrenia,",schizophrenia,Diseases of the nervous system
6271,NCT01082289,digoxin|lurasidone,lurasidone,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizophrenia,Diseases of the nervous system
6272,NCT01082328,sapropterin|sapropterin dihydrochloride|tetrahydrobiopterin,kuvan®,Drug,phenylketonuria|phenylketonurias,phenylketonuria|phenylketonurias,Diseases of the nervous system|Central Nervous System Diseases
6273,NCT01082588,pravastatin,pravastatin,Drug,inflammation|psychotic disorders|schizoaffective disorder|schizophrenia,psychotic disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
6274,NCT01082653,,autologous bone marrow-derived stem cells,Biological,als|amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
6275,NCT01082848,aripiprazole,aripiprazole,Drug,anorexia nervosa,anorexia nervosa,Diseases of the nervous system
6276,NCT01082926,aldesleukin|human interleukin-2,aldesleukin|therapeutic allogeneic lymphocytes,Procedure|Biological|Other,malignant glioma|recurrent/refractory malignant glioma|stage iii or stage iv malignant glioma|tumor,brain neoplasms,Nervous System Neoplasms
6277,NCT01082965,donepezil,donepezil,Drug,amnestic mci|memory disorders|mild alzheimer's disease|mild dementia,alzheimer disease,Neurodegenerative Diseases
6278,NCT01083381,risperidone,risperidone|ms14,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6279,NCT01083901,acetaminophen,,Behavioral,,sarcopenia,Neurologic Manifestations
6280,NCT01083966,bevacizumab,bevacizumab (avastin),Drug,"neuroma, acoustic|tumor","neuroma, acoustic",Cranial Nerve Diseases
6281,NCT01084135,rivastigmine,rivastigmine|,Drug|Other,down syndrome,down syndrome,Neurologic Manifestations
6282,NCT01084187,pde 5 inhibitor|vardenafil,vardenafil,Drug,ed|erectile dysfunction|hypertensive,erectile dysfunction,Diseases Category
6283,NCT01084603,nicotine,niquitintm nicotine lozenge|nicorette® nicotine gum|oral nicotine,Drug,,tobacco use disorder,Diseases Category
6284,NCT01084707,nicotine,nicotine gum|oral nicotine|nicotine lozenge,Drug,,tobacco use disorder,Diseases Category
6285,NCT01085123,rapimelt|zolmitriptan,[11c]az10419369|rapimelt,Drug,,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
6286,NCT01085266,latrepirdine,dimebon (latrepirdine),Drug,huntington disease,huntington disease,Neurodegenerative Diseases
6287,NCT01085318,interferon beta-1a,interferon beta-1a,Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis|rrms",multiple sclerosis,Demyelinating Diseases
6288,NCT01085383,aripiprazole,aripiprazole,Drug,antipsychotic induced hyperprolactinaemia|antipsychotic induced hyperprolactinemia|hyperprolactinemia|hypogonadism|learning disabilities|osteoporosis|psychotic disorders|schizophrenic|severe mental illness,hyperprolactinemia,Central Nervous System Diseases
6289,NCT01085812,f2695|levomilnacipran,levomilnacipran er,Drug,depression|major depressive disorder,depression,Psychiatry and Psychology Category
6290,NCT01086345,bevacizumab|irinotecan hydrochloride|monoclonal antibodies,irinotecan hydrochloride|bevacizumab,Drug|Radiation|Biological,glioblastoma|recurrent glioblastoma|recurrent/progressive glioblastoma|tumor,brain neoplasms,Nervous System Neoplasms
6291,NCT01086423,dtpa-ipv/hib|glaxosm|infanrix-ipv + hib|infanrix-ipv/hib|vaccine,infanrix hib™|poliorix™|infanrix-ipv/hib™,Biological,,poliomyelitis,Neuromuscular Diseases
6292,NCT01086748,ly2140023,risperidone|ly2140023,Drug,acutely|dsm-iv-tr|schizophrenia,schizophrenia,Diseases of the nervous system
6293,NCT01086969,"menactra®|menactra® vaccine|meningococcal (groups a, c, y and w-135) polysaccharide diphtheria toxoid conjugate vaccine",meningococcal polysaccharide diphtheria toxoid conjugate (menactra®),Biological,,meningitis,Diseases Category
6294,NCT01086982,octreotide acetate|octreotide acetate lar|sandostatin lar,octreotide acetate lar|sandostatin lar ® (octreotide acetate lar) 30 mg,Drug,acromegaly,acromegaly,Central Nervous System Diseases
6295,NCT01087593,estrogen|hormonal replacement,17β-estradiol,Drug,fibromyalgia|pain|postmenopausal,fibromyalgia,Neuromuscular Diseases
6296,NCT01087736,topiramate,topiramate,Drug|Other,"alcohol dependence|alcohol use|alcohol use disorders|post traumatic stress disorder|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
6297,NCT01088230,botox®,,Other,stroke,stroke,Central Nervous System Diseases
6298,NCT01088256,etoricoxib,etoricoxib,Drug,neuralgia|neuropathic pain|pain|peripheral hyperalgesia,"polyneuropathy|polyneuropathies|neuralgia, postherpetic|peripheral nerve injuries|causalgia|radiculopathy","Neuromuscular Diseases|Diseases of the nervous system|Neuromuscular Diseases|Autonomic Nervous System Diseases|Trauma, Nervous System"
6299,NCT01089010,ck 2017357|ck-2017357,250 mg ck-2017357|500 mg ck-2017357,Drug,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
6300,NCT01089387,,injection of bone marrow mononucleated cells,Biological,erectile dysfunction|localized prostate cancer|penile vascular abnormality|penile vascular damage|post prostatectomy|post prostatectomy erectile dysfunction|prostate cancer|radical prostatectomy,erectile dysfunction,Diseases Category
6301,NCT01089621,duloxetine,duloxetine,Drug,fibromyalgia syndrome|juvenile primary fibromyalgia syndrome,fibromyalgia,Neuromuscular Diseases
6302,NCT01089647,montelukast|nas|steroid,budesonide and montelukast,Drug,mild apnea|mild obstructive sleep apnea,"sleep apnea, obstructive",Sleep Wake Disorders
6303,NCT01089855,carbamazepine,carbamazepine,Drug,diabetes|diabetic|neuralgia|neuropathic pain|neuropathy pain,neuropathic pain|neuralgia,Neuromuscular Diseases
6304,NCT01090180,glucocorticoid|glucocorticoids,dexamethasone,Drug,"combat-related ptsd|depression|stress disorders, post-traumatic|traumatic memory reactivation","stress disorders, post-traumatic",Psychiatry and Psychology Category
6305,NCT01090440,gsk1144814,gsk1144814,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6306,NCT01090453,gsk2202083 vaccine|gsk2202083a vaccine|prevenar 13|rotavirus vaccine,prevenar 13®|rotarix™|gsk2202083a vaccine|infanrix hexa™|menjugate®,Biological,,poliomyelitis,Neuromuscular Diseases
6307,NCT01090518,gcs|glucocorticoids|hydrocortisone,hydrocortisone,Drug|Behavioral,"post traumatic stress disorder|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
6308,NCT01090713,lisdexamfetamine,lisdexamfetamine,Drug,binge eating disorder|binge eating disorder of moderate or greater severity|binge-eating disorder,binge-eating disorder|binge eating disorder,Psychiatry and Psychology Category
6309,NCT01091142,np001,np001,Drug,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
6310,NCT01091506,levomefolic acid,,Other,mild|schizophrenia|symptoms,schizophrenia,Diseases of the nervous system
6311,NCT01091662,eslicarbazepine acetate,eslicarbazepine acetate 1600 mg|eslicarbazepine acetate 1200 mg,Drug,"epilepsies, partial",epilepsy,Central Nervous System Diseases
6312,NCT01091701,,ex vivo cultured adult allogenic mscs,Biological,ischemic cerebral stroke|stroke,stroke,Central Nervous System Diseases
6313,NCT01091870,sildenafil|sildenafil citrate,"sildenafil citrate, 25 mg, 3 times a day.|sildenafil citrate 50 mg, 3 times a day",Drug,aneurysm|cerebral aneurism|cerebral vasospasm|rupture of a|subarachnoid haemorrhage|subarachnoid hemorrhage,subarachnoid hemorrhage,Central Nervous System Diseases
6314,NCT01092065,afq056|l|levodopa,afq056 with l-dopa,Drug,- dopa|dyskinesias|moderate-severe l-dopa induced dyskinesia|off time and|parkinson disease,parkinson disease,Central Nervous System Diseases
6315,NCT01092221,allopurinol|antipsychotic|antipsychotics|mood,allopurinol,Drug,bipolar disorder|bipolar manic episode|mania,mania,Diseases Category
6316,NCT01092507,japanese encephalitis (je) chimeric virus vaccine|japanese encephalitis chimeric virus vaccine|je cv|je-cv|sa14-14-2|sa14-14-2 live vaccine|sa14-14-2 vaccine,japanese encephalitis live vaccine (sa14-14-2 vaccine) (cd.jevax®)|japanese encephalitis chimeric virus vaccine (je-cv),Biological,"encephalitis, japanese|japanese encephalitis","japanese encephalitis|encephalitis, japanese|encephalitis",Central Nervous System Diseases
6317,NCT01092780,mk-7288,modafinil|mk-7288,Drug,"excessive daytime sleepiness|hs|hypopnea syndrome|sleep apnea syndromes|sleep apnea, obstructive",sleep apnea syndromes,Sleep Wake Disorders
6318,NCT01093261,fludrocortisone|hydrocortisone,hydrocortisone fludrocortisone,Drug,"brain injuries, traumatic|glucocorticoid insufficiency|pneumonia|post trauma pneumonia|severe tbi|traumatic brained injured","brain injuries, traumatic",Central Nervous System Diseases
6319,NCT01093326,ponesimod|s1p1 receptor agonist,ponesimod 40 mg|ponesimod 10 mg|ponesimod 20 mg,Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis",multiple sclerosis,Demyelinating Diseases
6320,NCT01093365,varenicline,varenicline,Drug,cognitive|cognitive impairment|schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
6321,NCT01093664,affitope ad02,affitope ad02,Biological,alzheimer,alzheimer disease,Neurodegenerative Diseases
6322,NCT01093768,oxytocin|vasopressin,oxytocin|vasopressin,Drug,asperger s disorder|autism|autism spectrum disorder|pdd-nos|pervasive developmental disorder-not otherwise specified,autism spectrum disorder,Psychiatry and Psychology Category
6323,NCT01093937,varenicline,varenicline,Drug,bipolar disorder|bipolar i disorder,tobacco use disorder|nicotine dependence,Diseases Category
6324,NCT01093963,lisdexamfetamine|stimulant,lisdexamfetamine,Drug,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
6325,NCT01093976,cannabinoid agonist|dronabinol,dronabinol,Drug,obsessive-compulsive disorder|obsessive-compulsive spectrum disorders|pathological skin picking|trichotillomania|trichotillomania and,obsessive-compulsive disorder|trichotillomania,Psychiatry and Psychology Category|Diseases of the nervous system
6326,NCT01094171,dtpa-vaccine|inactivated poliomyelitis vaccine|infanrix|infanrix vaccines|ipv|pentetic acid|poliorix,poliorix tm|infanrix tm,Biological,,poliomyelitis,Neuromuscular Diseases
6327,NCT01094249,paliperidone|valproic acid,divalproex sodium er/paliperidone er,Drug,bipolar i disorder|psychotic disorders|schizoaffective disorder|schizophrenia,bipolar disorder|psychotic disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
6328,NCT01094340,thalidomide,thalidomide,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6329,NCT01095094,lopinavir|ritonavir,ritonavir|lopinavir,Drug,gliomas|progressive of recurrent high-grade gliomas|progressive or recurrent high-grade glioma|tumor,brain neoplasms,Nervous System Neoplasms
6330,NCT01095588,avanafil|warfarin,200 mg avanafil,Drug,,erectile dysfunction,Diseases Category
6331,NCT01096082,lithium|lithium carbonate,lithium carbonate,Drug,atax|ataxia|machado-joseph disease|sca 3|sca-3|sca3|spinocerebellar ataxia type 3,spinocerebellar ataxia type 3|machado-joseph disease|machado-joseph disease,Neurodegenerative Diseases
6332,NCT01096095,phenylbutyric acid|sodium phenylbutyrate,sodium phenylbutyrate,Drug,spinocerebellar ataxtia type 3,spinocerebellar ataxia type 3|machado-joseph disease,Neurodegenerative Diseases
6333,NCT01096186,ipx066,ipx066 95 mg|ipx066 245 mg|ipx066 195 mg|ipx066 145 mg,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
6334,NCT01096329,intrinsa|testosterone|tt,intrinsa® patch and testosterone spray 1%|testosterone spray 5% and 1%|intrinsa® patch and testosterone spray 5%,Drug,estrogen replacement therapy|surgically and naturally post-menopausal,"sexual dysfunctions, psychological",Psychiatry and Psychology Category
6335,NCT01096550,buprenorphine,,Behavioral,,substance-related disorders,Diseases Category
6336,NCT01096680,spd489,armodafinil|spd489 70 mg|spd489 20 mg|spd489 50 mg,Drug,acute sleep loss,sleep deprivation,Sleep Wake Disorders
6337,NCT01096797,,sevoflurane,Drug,adenotonsil surgery|adenotonsillectomy|emergence delirium|pain|postoperative,emergence delirium,Neurologic Manifestations
6338,NCT01097096,cad106,cad106|mf59|alum,Biological,alzheimer disease|mild alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
